establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|match_company_name|stripped_company_name|company_name_multiple_match
PHRG TPA|Power Home Remodeling|FL|1|2|219|438000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG NJ|Power Home Remodeling|NJ|1|2|301|602000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG NSH|Power Home Remodeling|TN|1|2|167|334000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG LI Sales & Marketing|Power Home Remodeling|NY|1|2|310|620000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG HOU|Power Home Remodeling|TX|1|2|305|610000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG HQ|Power Home Remodeling|PA|1|3|1059|2118000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG MD Ops|Power Home Remodeling|MD|1|2|45|90000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG MD Sales & Marketing|Power Home Remodeling|MD|1|2|402|804000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DET Sales & Marketing|Power Home Remodeling|MI|1|2|184|368000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DEN|Power Home Remodeling|CO|1|2|242|484000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DAL|Power Home Remodeling|TX|1|2|294|588000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CT Sales & Marketing|Power Home Remodeling Group|CT|1|2|249|498000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CHI|Power Home Remodeling|IL|1|2|266|532000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CLT|Power Home Remodeling|NC|1|2|168|336000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG-BOS Sales & Marketing|Power Home Remodeling|MA|1|2|272|544000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG AUS|Power Home Remodeling|TX|1|2|254|508000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
Anderson Group International San Jose|Anderson Group International|CA|1|2|35|72860|770507782|'Anderson Associates'|anderson|false
Anderson Group International|Anderson Group International|CA|1|2|60|124645|770507782|'Anderson Associates'|anderson|false
Burger King 8744|MRB Holdings LLC|NV|1|2|21|24632|200816567|'MRB Contractors LLC'|mrb|false
Browning Chapman, LLC|Browning Chapman, LLC|IN|1|2|134|278953|461327461|'Browning Chapman, LLC'|browning chapman|false
120-NBH-ATLANTA|N.B. HANDY COMPANY|GA|1|2|20|42485|540238570|'N.B. Handy Co.'|n.b. handy|false
140-NBH-BALTIMORE|N.B. HANDY COMPANY|MD|1|1|4|5782|540238570|'N.B. Handy Co.'|n.b. handy|false
210-NBH-CHARLESTON|N.B. HANDY COMPANY|SC|1|1|10|19579|540238570|'N.B. Handy Co.'|n.b. handy|false
150-NBH-COLUMBIA|N.B. HANDY COMPANY|SC|1|1|8|15031|540238570|'N.B. Handy Co.'|n.b. handy|false
080-NBH-CHARLOTTE|N.B. HANDY COMPANY|NC|1|2|25|52272|540238570|'N.B. Handy Co.'|n.b. handy|false
010-NBH-CORPORATE|N.B. HANDY COMPANY|VA|1|2|42|104134|540238570|'N.B. Handy Co.'|n.b. handy|false
190-NBH-DAVENPORT|N.B. HANDY COMPANY|FL|1|1|14|31009|540238570|'N.B. Handy Co.'|n.b. handy|false
060-NBH-GREENSBORO|N.B. HANDY COMPANY|NC|1|2|17|33422|540238570|'N.B. Handy Co.'|n.b. handy|false
110-NBH-GREENVILLE|N.B. HANDY COMPANY|SC|1|1|15|33061|540238570|'N.B. Handy Co.'|n.b. handy|false
090-NBH-HANOVER|N.B. HANDY COMPANY|MD|1|2|20|41906|540238570|'N.B. Handy Co.'|n.b. handy|false
020-NBH-LYNCHBURG|N.B. HANDY COMPANY|VA|1|1|7|11225|540238570|'N.B. Handy Co.'|n.b. handy|false
160-NBH-MACHINERY|N.B. HANDY COMPANY|VA|1|1|10|18561|540238570|'N.B. Handy Co.'|n.b. handy|false
070-NBH-NORFOLK|N.B. HANDY COMPANY|VA|1|1|18|37878|540238570|'N.B. Handy Co.'|n.b. handy|false
030-NBH-RALEIGH|N.B. HANDY COMPANY|NC|1|2|21|41777|540238570|'N.B. Handy Co.'|n.b. handy|false
050-NBH-RICHMOND|N.B. HANDY COMPANY|VA|1|2|21|41119|540238570|'N.B. Handy Co.'|n.b. handy|false
040-NBH-ROANOKE|N.B. HANDY COMPANY|VA|1|2|17|30718|540238570|'N.B. Handy Co.'|n.b. handy|false
500-NBH-STEEL CENTER|N.B. HANDY COMPANY|VA|1|1|18|37780|540238570|'N.B. Handy Co.'|n.b. handy|false
Rayco Roof Service, Inc.|Rayco Roof Service, Inc.|VA|1|2|24|42748|541142276|'Rayco Roof Service Inc.'|rayco roof service|false
National Gypsum|National Gypsum|LA|1|2|65|163262|854331127|'National Gypsum Co.'|national gypsum|false
CertainTeed Jonesburg|CertainTeed|MO|1|2|153|296943|232510893|'CertainTeed LLC'|certainteed|false
Kreiling Roofing Co|Kreiling Roofing Co|IL|1|2|82|143081|371151409|'Kreiling Roofing Co.'|kreiling roofing|false
Mid-South Roof Systems|Mid-South Roof Systems|GA|1|2|168|395405|581876904|'Mid-South Roof Systems'|mid-south roof|false
MRB Contractors|MRB Contractors|TX|1|2|120|184230|455100627|'MRB Contractors LLC'|mrb|false
Pax Deridder|Pax LLC|LA|1|1|13|44413||'PAX Services Group'|pax|false
Pax Gonzales|Pax LLC|LA|1|2|32|72859||'PAX Services Group'|pax|false
Elens & Maichin Roofing & Sheet Metal, Inc.|Elens & Maichin Roofing & Sheet Metal, Inc.|IL|1|2|33|56172|362807358|'Elens & Maichin Roofing & Sheet Metal Inc.'|elens & maichin roofing & sheet metal|false
Construction|Haydon Construction Inc.|CA|1|2|35|57791|770032290|'Haydon Corporation'|haydon|false
West Hills Health and Rehabilitation|Goodman Group|OR|1|2|147|253307||'Goodman Construction LLC'|goodman|false
CERTAINTEED LLC|CERTAINTEED LLC|MN|1|3|250|557355|232510893|'CertainTeed LLC'|certainteed|false
CertainTeed Polymer Shakes McPherson, KS|CertainTeed Corporation|KS|1|2|73|130115||'CertainTeed LLC'|certainteed|false
Milliken & Co. Gerrish Plant|Milliken & Co.|SC|1|2|165|275815|510105342|'Milliken & Company'|milliken &|false
All In One Services, LLC|All In One Services|CA|1|2|25|25290|384133019|'All In One Construction Group'|all in one|false
Holt Roofing Company|Holt Roofing Company|OH|1|2|19|36000|341283297|'Holt Roofing Co. Inc.'|holt roofing|false
Johnson's Roofing Service Inc|Johnson's Roofing Service Inc|SC|1|2|93|151186|561458196|'Johnson's Roofing Service Inc.'|johnson's roofing service|false
Modern Roofing, Inc.|Modern Roofing, Inc.|MI|1|2|61|100013|382184928|'Modern Roofing Inc.', 'Modern Roofing LLC'|modern roofing|true
Deer park Roofing|Deer Park Roofing|OH|1|2|121|235132|311803193|'Deer Park Roofing, LLC'|deer park roofing|false
Great Wolf Lodge|Great Lakes Services LLC|GA|1|3|600|845624|271371313|'Great Lakes Systems Inc.'|great lakes|false
NorthStar Construction Services|NorthStar Construction Services|MA|1|2|63|114820||'NorthStar Construction Services Corp.'|northstar|false
The Haskell Company|The Haskell Company|FL|1|3|2127|4218587|592387450|'The Haskell Co.'|the haskell|false
J.D. Miles & Sons Inc.|J.D. Miles & Sons Inc|VA|1|2|25|47292|540623631|'J.D. Miles & Sons Inc.'|j.d. miles & sons|false
Bemo USA Corporation|Bemo USA Corporation|AZ|1|2|36|70048|861017750|'BEMO USA Corp.'|bemo usa|false
Ridgeworth Roofing|Ridgeworth Roofing|IL|1|1|18|30188|362791119|'Ridgeworth Roofing Co. Inc.'|ridgeworth roofing|false
Atlas Roofing|Atlas Roofing|OH|1|2|104|241889|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Atlas Roofing Paper Mill|Atlas Roofing|OH|1|2|52|106904|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Main Office|Dickson Company|WA|1|2|130|215343|910779580|'Dickson Contractors Inc.'|dickson|false
Superior Services RSH, Inc.|Superior Services RSH, Inc.|MI|1|1|17|20906|382491879|'Superior Services RSH Inc.'|superior services rsh|false
UE Manufacturing LLC OKC|United Holdings|OK|1|2|168|379579|841585012|'United Contractors'|united|false
United Engines Little Rock|United Holdings|AR|1|2|29|56081|841585010|'United Contractors'|united|false
United Engines Shreveport|United Holdings|LA|1|2|22|41274|841585010|'United Contractors'|united|false
United Engines Tulsa|United Holdings|OK|1|2|22|44272|841585012|'United Contractors'|united|false
7281_16685|Great Lakes Systems|MI|1|2|44|87056|381868212|'Great Lakes Systems Inc.'|great lakes|false
Thermo King of Houston|United Holdings|TX|1|2|41|93136|562426273|'United Contractors'|united|false
United Holdings|United Holdings|OK|1|2|78|158293|270002970|'United Contractors'|united|false
Thermo King Dallas Convoy Servicing|United Holdings|TX|1|2|85|118825|364953426|'United Contractors'|united|false
United Engines|United Holdings|OK|1|2|64|56081|841585010|'United Contractors'|united|false
Thermo King of San Antonio|United Holdings|TX|1|2|18|41898|562426273|'United Contractors'|united|false
Hale Construction|Hale Construction|CA|1|2|115|230000|813372946|'Hale Associates LLC'|hale|false
Atlas Roofing Corporation|Atlas Roofing Corporation|MS|1|2|199|597621|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
CST-BNT - Bennettsville|Crescent|SC|1|2|26|29072|450699531|'Crescent Construction Services'|crescent|false
NRG Joliet Generating Station|NRG|IL|1|2|40|101132|463985344|'NRG Construction LLC'|nrg|false
NRG Will County Generating Station|NRG|IL|1|2|32|70838|463985344|'NRG Construction LLC'|nrg|false
Industrial Cork|Industrial Cork|IL|1|2|24|53485|362068142|'Industrial Cork Co. Inc.'|industrial cork|false
Owens Corning - Amarillo, TX|Owens Corning|TX|1|3|515|1154835||'Owens Corning'|owens corning|false
Brazos Urethane|Brazos Urethane, Inc.|TX|1|2|116|252738|742466058|'Brazos Urethane Inc'|brazos urethane|false
Roof Asset Management Inc.|Roof Asset Management Inc.|CA|1|2|39|78049|812728224|'Roof Asset Management Inc.'|roof asset|false
LLC|Peterson Manufacturing LLC|FL|1|1|23|40335|843193744|'Peterson Consulting Group'|peterson|false
Camp Hill|Atlas Roofing|PA|1|2|55|114400|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Coleman County Medical Center|Preferred Management Corp|OK|1|2|121|192553||'Preferred Construction Services Inc.'|preferred|false
Don Kennedy Roofing Co.|Don Kennedy Roofing Co.|TN|1|2|98|97114|621387025|'Don Kennedy Roofing Co. Inc.'|don kennedy roofing|false
Magnolia Finishing Plant|Milliken & Company|SC|1|3|391|671868|510105342|'Milliken & Company'|milliken &|false
Gold Bond Building Products, LLC|National Gypsum|NC|1|2|72|17961370|854331127|'National Gypsum Co.'|national gypsum|false
PHRG PHX|Power Home Remodeling|AZ|1|2|106|212000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
Black Hawk Roof Company|Black Hawk Roof Co.|IA|1|2|50|138650|421405570|'Black Hawk Roof Co. Inc.'|black hawk roof|false
AGH Inc|AGH Inc|OR|1|2|11|17858|205834807|'AGH'|agh|false
Simpson Unlimited, Inc.|Simpson Unlimited, Inc.|VA|1|2|163|344125|541771632|'Simpson Unlimited Inc.', 'Simpson Unlimited, Inc.'|simpson unlimited|true
Pioneer Roofing Co|Pioneer Roofing Co|AZ|1|2|24|46800|861037548|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
Pioneer Roofing, A Tecta America Company, LLC|Pioneer Roofing, A Tecta America Company, LLC|WI|1|2|55|80767|874105658|'Pioneer Roofing, a Tecta America Company, LLC'|pioneer roofing, a tecta america|false
Pioneer Roofing, LLC|Pioneer Roofing, LLC|WI|1|2|29|12982|134225857|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
The Bri-Den Co.|The Bri-Den Co.|KY|1|2|34|65924|825212554|'The Bri-Den Co. Inc.'|the bri-den|false
Crawford Roofing Experts|Crawford Roofing Experts|IL|1|1|22|29009|320359884|'Crawford Roofing Experts LLC'|crawford roofing experts|false
McCarthy Building Companies, Inc. - POH Berth 8|McCarthy Building Companies|TX|1|2|66|137578|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - NEWPP Central Plant|McCarthy Building Companies|TX|1|2|147|305799|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - POH Wharf 6|McCarthy Building Companies, Inc.|TX|1|2|57|118495|430399290|'McCarthy Building Companies'|mccarthy building companies|false
POB Main Str Term 1 - Phase B|McCarthy Building Companies, Inc.|TX|1|2|35|72765|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Dallas Office|McCarthy Building Companies, Inc.|TX|1|2|99|205748|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Southern Region Atlanta Office|McCarthy Building Companies, Inc|GA|1|2|103|213368|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Marine & Industrial Office|McCarthy Building Companies|TX|1|2|56|115839|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Midwest Coating, Inc.|Midwest Coating, Inc.|KS|1|2|38|77543|480896503|'Midwest Coating Inc.'|midwest coating|false
Southeast Roofing Solutions|Southeast Roofing Solutions|GA|1|2|65|136894|580976458|'Southeast Roofing Solutions Inc.'|southeast roofing|false
McCarthy Building Companies - Houston Office|McCarthy Building Companies|TX|1|2|42|81540||'McCarthy Building Companies'|mccarthy building companies|false
TCH Austin Main Project|McCarthy Building Companies|TX|1|2|75|160346|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Dayco, Inc.|Dayco, Inc.|VT|1|2|12|25776|30340853|'Dayco Inc.'|dayco|false
Ismali Center Houston|McCarthy Building Companies, Inc.|TX|1|2|80|176044|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Restoration Systems Inc.|Restoration Systems Inc.|MN|1|2|45|87064|411890683|'Restoration Services Inc.'|restoration|false
Texas Fifth Wall Roofing Systems|Texas Fifth Wall Roofing Systems|TX|1|2|125|276712||'Texas Fifth Wall Roofing Systems Inc.'|texas fifth wall roofing|false
Continental Tire Mt. Vernon|Continental Tire the Americas llc|IL|1|3|3900|8873272||'Continental Tire the Americas LLC.'|continental tire the americas|false
MONARCH, Inc.|MONARCH, INC.|OK|1|2|45|93600|731209599|'Monarch Consulting Services'|monarch|false
Houston Methodist - Cypress|McCarthy Building Companies, Inc.|TX|1|2|68|112688|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Core Scientific Data Center|McCarthy Building Companies, Inc.|TX|1|2|31|65092|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Redd Roofing Company|Redd Roofing Company|UT|1|2|131|272357|870310391|'Redd Roofing Co. Inc.'|redd roofing|false
ASPEN TECHNOLOGIES INC - Michigan|Aspen Technologies|MI|1|1|60|124711|141886899|'Aspen Group'|aspen|false
ASPEN TECHNOLOGIES INC - Tennessee|Aspen Technologies Inc|TN|1|2|37|79445|141886899|'Aspen Group'|aspen|false
Turner Morris, Inc. Silverthorne|Turner Morris, Inc.|CO|1|2|29|64170|841199856|'Turner Morris Inc.'|turner morris|false
Turner Morris, Inc.|TURNER MORRIS, INC.|CO|1|2|43|96685|841199856|'Turner Morris Inc.'|turner morris|false
Muleshoe Area Medical Center|Preferred Management|TX|1|2|87|136933|471743325|'Preferred Construction Services Inc.'|preferred|false
Tremco East 80th|Tremco CPG Inc|OH|1|2|43|109765||'Tremco CPG Inc.'|tremco cpg|false
Royal Manufacturing - Buda Facility|Royal Manufacturing|TX|1|1|19|50846|471169363|'Royal industries LLC'|royal|false
Baltimore|GAF|MD|1|2|166|402243|223626208|'GAF'|gaf|false
Myerstown|GAF|PA|1|2|150|293457|741925368|'GAF'|gaf|false
New Columbia TPO|GAF|PA|1|2|105|266981|813158452|'GAF'|gaf|false
Dallas|GAF|TX|1|2|154|290561|205980312|'GAF'|gaf|false
Mt. Vernon Shingle|GAF|IN|1|2|235|490779|223626208|'GAF'|gaf|false
Statesboro|GAF|GA|1|2|78|169265|223626208|'GAF'|gaf|false
Cedar City|GAF|UT|1|2|81|172844|461261209|'GAF'|gaf|false
Gainesville|GAF|TX|1|2|115|241202|204921692|'GAF'|gaf|false
Minneapolis|GAF|MN|1|2|127|310665|223626208|'GAF'|gaf|false
Shafter Glass Mat|GAF|CA|1|1|90|236124|741925368|'GAF'|gaf|false
Ideal Building Solutions|Ideal Building Solutions|GA|1|2|57|115408|271966870|'Ideal Building Solutions'|ideal building|false
Phoenix|GAF|AR|1|2|27|63463|270673916|'GAF'|gaf|false
Burgaw|GAF|NC|1|2|240|481144|582394554|'GAF'|gaf|false
Fontana|GAF|CA|1|2|120|257192|223626208|'GAF'|gaf|false
Ennis Mat|GAF|TX|1|2|76|234782|741925368|'GAF'|gaf|false
Ennis Roofing|GAF|TX|1|2|173|543498|741925368|'GAF'|gaf|false
Tecta America Colorado LLC|Tecta America Colorado LLC|CO|1|2|70|122378|202909369|'Tecta America Colorado LLC'|tecta america colorado|false
Hale Contracting, Inc.|Hale Contracting, Inc.|NY|1|2|90|128581|161513772|'Hale Contracting Inc.'|hale contracting|false
ARS, a Tecta America Company, LLC.|ARS, a Tecta America Company, LLC.|SD|1|2|55|117443|841505685|'ARS, A Tecta America Company'|ars, a tecta america|false
Tecta America Sacramento, Inc.|Tecta America Sacramento, Inc.|CA|1|2|45|102259|202970607|'Tecta America Sacramento Inc.'|tecta america sacramento|false
RW-NA MAR|Rockwool|MS|2|2|237|501596|990378111|'ROCKWOOL'|rockwool|false
Spann Roofing & Sheet Metal, Inc.|Spann Roofing & Sheet Metal, Inc.|SC|1|2|82|142626|570373011|'Spann Roofing & Sheet Metal Inc.'|spann roofing & sheet metal|false
Holland Roofing Group|Holland Roofing Group|KY|1|2|52|104961|311551993|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
Owens Corning Denver Roofing|Owens Corning|CO|1|2|140|240502|320176634|'Owens Corning'|owens corning|false
Owens Corning Denver Asphalt|Owens Corning|CO|1|2|24|45471|320176634|'Owens Corning'|owens corning|false
The Quality Roofing Company|The Quality Roofing Company|MO|1|2|25|40963|440400020|'The Quality Roofing Co. Inc.'|the quality roofing|false
Supreme Roofing, LP|Supreme Roofing|TX|1|2|194|386320|823769023|'Supreme Roofing', 'Supreme Roofing Systems'|supreme roofing|true
Alpha Services Idaho|Alpha Services LLC|ID|1|3|224|317864|820534879|'Alpha Construction Services'|alpha|false
Monarch Instrument|Monarch International Inc|NH|1|2|41|84792|20333450|'Monarch Consulting Services'|monarch|false
General Coatings Corp|General Coatings Corp|CA|1|3|285|578230|330259909|'General Coatings Manufacturing Corp.'|general coatings|false
Diversified Roofing|Diversified Roofing|AZ|1|3|420|447005|860599690|'Diversified Roofing'|diversified roofing|false
Benchmark Construction|Benchmark Construction|IL|1|2|58|86655|362812213|'Benchmark Inc.'|benchmark|false
Spring Sheet Metal & Roofing, LLC|Spring Sheet Metal & Roofing, LLC|NY|1|2|41|74106|814111885|'Spring Sheet Metal & Roofing, LLC'|spring sheet metal & roofing|false
KASCO STRUCTURES LLC|KASCO STRUCTURES LLC|TX|1|2|53|63406||'Kasco Structures LLC'|kasco structures|false
Sheet Metal|Metal Alliance, Inc.|PA|1|2|27|48917|232749020|'Metal Alliance, Inc.'|metal alliance|false
Empire Roofing Inc.|Empire Roofing Inc.|TX|1|3|238|491189|751828325|'Empire Roofing Corp.', 'Empire Roofing Inc.', 'Empire Roofing LLC', 'Empire Roofing Solutions', 'Empire Roofing Systems Inc.', 'Empire Roofing, Inc.'|empire roofing|true
Empire Roofing of Oklahoma Inc|Empire Roofing of Oklahoma Inc|OK|1|2|30|74029|464038268|'Empire Roofing of Oklahoma, Inc.'|empire roofing of oklahoma|false
Empire Roofing Company of Georgia Inc|Empire Roofing Company of Georgia Inc|GA|1|2|26|72388|271811195|'Empire Roofing Company of Georgia, Inc.'|empire roofing company of georgia|false
NRG Cedar Bayou Generating Station|NRG|TX|1|2|65|147506|442011440|'NRG Construction LLC'|nrg|false
Empire Roofing Companies Inc|Empire Roofing Companies Inc|TX|1|2|165|423562|752759310|'Empire Roofing Companies, Inc.'|empire roofing companies|false
Empire Roofing Company Southeast LLC|Empire Roofing Company Southeast LLC|FL|1|2|85|161939|261887467|'Empire Roofing Company Southeast, LLC'|empire roofing company southeast|false
Benchmark Winona|Benchmark|MN|1|3|781|1533739|742211011|'Benchmark Inc.'|benchmark|false
Benchmark Rochester|Benchmark|MN|1|3|598|1175409|742211011|'Benchmark Inc.'|benchmark|false
FONTAINE WEATHERPROOFING INC|FONTAINE WEATHERPROOFING INC|CA|1|2|56|132448|204014128|'Fontaine Weatherproofing LLC'|fontaine weatherproofing|false
Scholten Roofing inc|Scholten Roofing Inc|WA|1|2|45|38256|910890646|'Scholten Roofing Inc.'|scholten roofing|false
Performance Roofing LLC|Performance Roofing LLC|FL|1|2|55|39851|205739365|'Performance Roofing Inc.', 'Performance Roofing Systems Inc.'|performance roofing|true
Kulp's of Stratford|Kulp's of Stratford|WI|1|2|39|70500|391915695|'Kulp's of Stratford LLC'|kulp's of stratford|false
US Ply, Inc - Corp|US Ply, Inc|TX|1|2|59|114631||'US Ply Inc.'|us ply|false
D&L Roofing LLC|D&L Roofing LLC|NV|3|2|61|86638|272001551|'D&L Roofing LLC'|d&l roofing|false
Burger King 4758|MRB Holdings LLC|CA|1|2|23|29914|200816567|'MRB Contractors LLC'|mrb|false
BK 7804|MRB Holdings LLC|NV|1|2|20|25890|200816567|'MRB Contractors LLC'|mrb|false
Scott Enterprises|Scott Enterprises|NE|1|2|77|143361||'Scott Enterprises Inc.'|scott|false
Tuscaloosa|GAF|AL|1|2|153|299179|751509396|'GAF'|gaf|false
Tampa|GAF|FL|1|2|126|318787|223626208|'GAF'|gaf|false
Cumming|GAF|GA|1|2|35|74347|203531649|'GAF'|gaf|false
Chester|GAF|SC|1|2|96|179704|223626208|'GAF'|gaf|false
AECOM: CS Federal|AECOM|VA|1|2|48|120190||'AECOM'|aecom|false
Hunt Construction Group|AECOM|IN|1|3|885|1841072||'AECOM'|aecom|false
Tishman Construction Corporation|AECOM|NY|1|3|1154|2185387||'AECOM'|aecom|false
Leading Builders Group LLC (Master)|AECOM|NY|1|2|190|362826||'AECOM'|aecom|false
Commercial Roofing|Commercial Roofing A Tecta America Company|WI|1|2|20|29982|842696369|'Commercial Roofing a Tecta America Company LLC'|commercial roofing a tecta america|false
Stockton|GAF|CA|1|2|32|78601|223626208|'GAF'|gaf|false
Michigan City|GAF|IN|1|2|179|378037|223626208|'GAF'|gaf|false
Bitec Inc|Bitec Inc|AR|1|2|43|106106|710640983|'Bitec Inc.'|bitec|false
United Industries Corp. - Chapin Manufacturing|United Industries Corporation|MO|1|3|400|886347||'United Contractors'|united|false
Pickens Contracting, Inc.|Pickens Contracting, Inc.|SC|1|2|67|139193|570481031|'Pickens Contracting Inc.'|pickens contracting|false
Boyd Corporation - Elkhart, IN|Boyd Corporation|IN|1|2|92|172331|204672193|'Boyd Inc.'|boyd|false
Boyd Corporation Allenton|Boyd Corp|WI|1|2|123|251462|274599147|'Boyd Inc.'|boyd|false
Tecta America Seattle LLC|Tecta America Seattle LLC|WA|1|2|30|47813|260150494|'Tecta America Seattle LLC'|tecta america seattle|false
ARCHITECTURAL SHEET METAL, INC|ARCHITECTURAL SHEET METAL, INC|WA|1|2|38|44638|911160776|'Architectural Sheet Metal Inc.'|architectural sheet metal|false
Ardizzone Enterprises Inc|Ardizzone Enterprises Inc|IN|1|2|35|73324|351805237|'Ardizzone Enterprises Inc.'|ardizzone|false
Campany Roof Maintenance|Campany Roof Maintenance|FL|1|2|35|86063|270278579|'Campany Roof Maintenance LLC'|campany roof maintenance|false
Shafter Shingle|GAF|CA|1|2|159|408929|741925368|'GAF'|gaf|false
Tecta America West Florida, LLC|Tecta America West Florida, LLC|FL|1|1|19|37196||'Tecta America West Florida LLC'|tecta america west florida|false
Mt. Vernon TPO|GAF|IN|1|2|36|7877|223626208|'GAF'|gaf|false
JB Roofing a Tecta America Company LLC|JB Roofing a Tecta America Company LLC|OH|1|2|29|49017|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
JB Roofing a Tecta America Company LLC Akron Office|JB Roofing a Tecta America Company LLC|OH|1|2|23|38890|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
JB Roofing a Tecta America Company LLC Louisville|JB Roofing a Tecta America Company LLC|KY|1|1|7|11795|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
JB Roofing a Tecta America Company LLC Worthington Office|JB Roofing a Tecta America Company LLC|OH|1|2|20|33546|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
Atlas Fabrication, LLC|Atlas Fabrication, LLC|OK|1|2|30|66957|823064794|'Atlas Fabrication'|atlas fabrication|false
Central States Manufacturing - Corporate|Central States Manufacturing|AR|1|2|135|261200||'Central States Manufacturing'|central states|false
L.E. Schwartz & Son, Inc.|L.E. Schwartz & Son, Inc.|GA|1|2|50|103078|580670431|'L.E. Schwartz & Son Inc.'|l.e. schwartz & son|false
Columbia Roofing, Inc|Columbia Roofing, Inc|MD|1|2|20|31807|521224368|'Columbia Roofing Inc.'|columbia roofing|false
Central States Manufacturing - Lowell|Central States Manufacturing|AR|1|2|198|426416||'Central States Manufacturing'|central states|false
White Bear Lake - BIC|Braun Intertec Corporation|MN|1|2|51|96919|411684205|'Braun Intertec Corp.'|braun intertec|false
St Cloud - BIC|Braun Intertec Corp.|MN|1|2|21|39219|411684205|'Braun Intertec Corp.'|braun intertec|false
Hibbing - BIC|Braun Intertec Corporation|MN|1|2|22|38714|411684205|'Braun Intertec Corp.'|braun intertec|false
Bloomington - BIC|Braun Intertec Corporation|MN|1|3|354|723625|411684205|'Braun Intertec Corp.'|braun intertec|false
Tallahassee Roofing Inc|Tallahassee Roofing Inc|FL|1|2|40|46632|261356134|'Tallahassee Roofing Inc.'|tallahassee roofing|false
Central States Manufacturing - Michigan City|Central States Manufacturing|IL|1|2|76|149876||'Central States Manufacturing'|central states|false
Central States Manufacturing - Cedar Hill|Central States Manufacturing|TX|1|2|117|248902||'Central States Manufacturing'|central states|false
Central States Manufacturing - Mount Airy|Central States Manufacturing|NC|1|2|67|129613||'Central States Manufacturing'|central states|false
Central States Manufacturing - Claysburg|Central States Manufacturing|PA|1|2|82|166543||'Central States Manufacturing'|central states|false
Central States Manufacturing - Graniteville|Central States Manufacturing|SC|1|2|78|151969||'Central States Manufacturing'|central states|false
WEST TENN PAVING & GRADING|DELTA CONTRACTING COMPANY LLC|TN|1|2|103|205912|204291579|'Delta Contracting Services Inc.'|delta contracting|false
CST - COL - Columbia|Crescent|SC|1|2|34|21202|450699531|'Crescent Construction Services'|crescent|false
PermaBASE Building Products, LLC|National Gypsum|IN|1|2|27|53451|852993904|'National Gypsum Co.'|national gypsum|false
Central States Manufacturing - Jasper|Central States Manufacturing|AL|1|2|131|244381||'Central States Manufacturing'|central states|false
TECTA AMERICA DAKOTAS LLC|TECTA AMERICA DAKOTAS LLC|ND|1|2|104|188895|450278200|'Tecta America Dakotas LLC'|tecta america dakotas|false
Central States Manufacturing - St. Peters|Central States Manufacturing|MO|1|2|55|112169||'Central States Manufacturing'|central states|false
