establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Albuquerque Progressive|Progressive Roofing|NM|1|21|60|161532|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Arvada Colorado|Progressive Roofing|CO|1|1|8|16185|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Classic Roofing|Classic Roofing|AZ|1|21|95|164235|860345657|'Classic Roofing LLC'|classic roofing|false
Maryland Progressive|Progressive Roofing|MD|1|1|16|36195|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Rayco Roof Service, Inc.|Rayco Roof Service, Inc.|VA|1|21|21|39828|541142276|'Rayco Roof Service Inc.'|rayco roof service|false
Columbus Ohio Location|Progressive Roofing|OH|1|1|14|29580|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Dallas Progressive|Progressive Roofing|TX|1|21|81|202226|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Flagstaff Progressive|Progressive Roofing|AZ|1|1|14|33068|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Lehi Utah Location|Progressive Roofing|UT|1|1|16|57865|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Pennsylvania Location|Progressive Roofing|PA|1|1|10|23428|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
GMT Corporation - LPM Division|GMT Corporation|IA|1|1|15|32860|421033414|'GMT Consulting Inc'|gmt|false
Paragon Roofing|Paragon Roofing, LLC|TX|1|22|105|57470|612101070|'Paragon Roofing LLC'|paragon roofing|false
Phoenix Progressive|Progressive Roofing|AZ|1|3|709|1571942|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Phoenix Service Location|Progressive Roofing|AZ|1|21|49|95604|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Tucson Progressive|Progressive Roofing|AZ|1|22|192|353046|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Precision Manufacturing Group Inc|Precision Manufacturing Group Inc|MI|1|21|21|44848|833049373|'Precision Construction Services'|precision|false
TMJ Construction Services|TMJ Construction Services|IA|1|21|32|41946|542149654|'TMJ Construction Services LLC'|tmj|false
Tecta America Birmingham|Tecta America Southeast, LLC.|AL|1|22|54|95356||'Tecta America Southeast LLC'|tecta america southeast|false
The Lawson Roofing Co. Inc.|The Lawson Roofing Co. Inc.|CA|1|2|90|167346|942401421|'The Lawson Roofing Co. Inc.'|the lawson roofing|false
Tecta America Colorado LLC|Tecta America Colorado LLC|CO|1|21|59|132388|202909369|'Tecta America Colorado LLC'|tecta america colorado|false
BDRIN-Lafayette|Bone Dry Roofing, Inc|IN|1|21|51|53619|351883225|'Bone Dry Roofing', 'Bone Dry Roofing Co.', 'Bone Dry Roofing Company', 'Bone Dry Roofing Inc.'|bone dry roofing|true
Benchmark Rochester|Benchmark|MN|1|3|678|1382604|742211011|'Benchmark Inc.'|benchmark|false
TCR, Inc.|TCR, Inc.|TX|1|21|22|44580|760546788|'TCR Construction Group'|tcr|false
United Performance Metals - CHI|O'Neal Industries|IL|1|21|30|57544||'O'Neal Construction'|o'neal|false
North American Services - Sinclair|North American Services|WY|1|21|33|123769|141771951|'North American Contractors'|north american|false
BDR-IndyNorth|Bone Dry Roofing, Inc|IN|1|22|105|251018|351883225|'Bone Dry Roofing', 'Bone Dry Roofing Co.', 'Bone Dry Roofing Company', 'Bone Dry Roofing Inc.'|bone dry roofing|true
JM Eagle PCP|JM Manufacturing|CA|1|1|12|21529|840895616|'JM Contractors Inc'|jm|false
Memphis Asphalt Plant|Owens Corning|TN|1|1|16|38205||'Owens Corning'|owens corning|false
BDRKY-Louisville|Bone Dry Roofing, Inc|KY|1|21|33|71895|351883225|'Bone Dry Roofing', 'Bone Dry Roofing Co.', 'Bone Dry Roofing Company', 'Bone Dry Roofing Inc.'|bone dry roofing|true
Memphis Roofing Plant|Owens Corning|TN|1|22|116|266561||'Owens Corning'|owens corning|false
Bemo USA Corporation|Bemo USA Corporation|AZ|1|21|36|72076|861017750|'BEMO USA Corp.'|bemo usa|false
Construction|Sierra Single Ply, Inc.|CA|1|21|30|69382||'Sierra Single Ply Inc.'|sierra single ply|false
Capitol Roofing Inc.|Capitol Roofing Inc.|WY|1|21|26|52000|830328938|'Capitol Roofing Inc.'|capitol roofing|false
Owens Corning|Owens Corning|OR|1|2|52|93785|383737830|'Owens Corning'|owens corning|false
Hunt Construction Group|AECOM|IN|1|3|855|1652057||'AECOM'|aecom|false
The Original Roofing Company|The Original Roofing Company|NV|1|22|197|380822|562335100|'The Original Roofing Company'|the original roofing|false
Roof Asset Management Inc.|Roof Asset Management Inc.|CA|1|21|44|89128|812728224|'Roof Asset Management Inc.'|roof asset|false
Leading Builders Group LLC (Master)|AECOM|NY|1|2|190|391426||'AECOM'|aecom|false
Tishman Construction Corporation|AECOM|NY|1|3|1410|2027826||'AECOM'|aecom|false
4057_7882|Pro Services|MI|2|3|350|686927|383637535|'Pro Services CO LLC'|pro|false
7445_17135|Encore Roofing, Inc.|GA|1|21|60|158888|10551453|'Encore Roofing Inc.'|encore roofing|false
Monarch Instrument|Monarch International Inc|NH|1|2|41|83486|20333450|'Monarch Consulting Services'|monarch|false
Schefers Roofing Co|Schefers Roofing Co.|MO|1|21|72|145602|431715763|'Schefers Roofing Co.'|schefers roofing|false
Schefers Roofing Company|Schefers Roofing Company|AR|1|1|10|20659|113833862|'Schefers Roofing Co.'|schefers roofing|false
Schefers Construction Services|SCHEFERS ROOFING|MO|1|1|5|1738|202556779|'Schefers Roofing Co.'|schefers roofing|false
Tremco CPG Inc. (Nudura Georgia)|Tremco CPG Inc.|GA|1|21|37|63914|980452807|'Tremco CPG Inc.'|tremco cpg|false
Interstate Construction Development Company|Interstate Construction Development Company|MD|1|22|125|257456|522190821|'Interstate Corp.'|interstate|false
Tecta America Seattle LLC|Tecta America Seattle LLC|WA|1|21|25|50985|260150494|'Tecta America Seattle LLC'|tecta america seattle|false
royal roofing|Royal Roofing|WA|1|21|28|46911|261587824|'Royal Roofing Inc.'|royal roofing|false
Waterview Shores Skilled Nursing Facility|Monarch|MN|1|2|45|43380|834662774|'Monarch Consulting Services'|monarch|false
Westlake Royal Roofing LLC-Denver|Westlake Royal Roofing LLC|CO|1|1|14|43185|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Webco Oklahoma Distribution|Webco Industries|OK|1|21|62|141976|731097133|'WEBCO Services LLC'|webco|false
Webco - Texas Distribution|Webco Industries|TX|1|21|41|85859|731097133|'WEBCO Services LLC'|webco|false
ASPEN TECHNOLOGIES INC - Michigan|Aspen Technologies|MI|1|21|64|118684|141886899|'Aspen Group'|aspen|false
Weaver Metal & Roofing, Inc.|Weaver Metal & Roofing, Inc.|NY|1|21|49|79642|161343726|'Weaver Metal & Roofing Inc.'|weaver metal & roofing|false
Commercial Roofing & Waterproofing Hawaii, Inc|Commercial Roofing & Waterproofing Hawaii, Inc.|HI|1|21|95|176983|990301791|'Commercial Roofing & Waterproofing Hawaii Inc.'|commercial roofing & waterproofing hawaii|false
Honolulu Roofing Company, Inc|Commercial Roofing & Waterproofing Hawaii, Inc.|HI|1|21|23|66779|912175749|'Commercial Roofing & Waterproofing Hawaii Inc.'|commercial roofing & waterproofing hawaii|false
Greenpath Technologies, Inc|Commercial Roofing & Waterproofing Hawaii, Inc.|HI|1|1|14|26406|260709164|'Commercial Roofing & Waterproofing Hawaii Inc.'|commercial roofing & waterproofing hawaii|false
USG Interiors Cartersville|USG|GA|1|21|27|56529|453811432|'USG Corporation'|usg|false
US Gyspum Delavan|USG|WI|1|21|23|51403|361898410|'USG Corporation'|usg|false
USG Interiors Walworth|USG|WI|1|22|49|109282|453811432|'USG Corporation'|usg|false
USG Interiors Westlake|USG|OH|1|22|163|318949|453811432|'USG Corporation'|usg|false
US Gypsum North Kansas City|USG|MO|1|21|49|100752|361898410|'USG Corporation'|usg|false
US Gypsum Oakfield|USG|NY|1|22|102|207394|361898410|'USG Corporation'|usg|false
US Gypsum Dallas|USG|TX|1|21|55|122760|361898410|'USG Corporation'|usg|false
US Gypsum Gypsum|USG|OH|1|3|288|570789|361898410|'USG Corporation'|usg|false
US Gypsum New Orleans|USG|LA|1|21|62|130878|361898410|'USG Corporation'|usg|false
RW Screw LLC|Precision Capital LTD|OH|1|3|200|374070||'Precision Construction Services'|precision|false
US Gypsum Port Reading|USG|NJ|1|21|77|164329|361898410|'USG Corporation'|usg|false
Bonitz of Georgia|Bonitz of Georgia|GA|1|21|36|79892|581897306|'Bonitz of Georgia Inc.'|bonitz of georgia|false
US Gypsum Southard|USG|OK|1|22|191|444802|361898410|'USG Corporation'|usg|false
Hilton Boston Woburn|Interstate management company LLC|MA|1|22|111|130556|474951937|'Interstate Corp.'|interstate|false
Graham Roofing Incorporated|Graham Roofing Incorporated|MS|1|21|37|76071|640512412|'Graham Roofing Inc.'|graham roofing|false
Allen Roofing & Siding, LLC.|Allen Roofing & Siding, LLC.|MO|1|22|100|145356|881581570|'Allen Roofing & Siding'|allen roofing & siding|false
Oil City Tube Division|Webco Industries Inc.|PA|1|22|176|370887|731097133|'WEBCO Services LLC'|webco|false
Webco VAF|Webco Industries Inc|PA|1|21|57|126012|731097133|'WEBCO Services LLC'|webco|false
US Ply, Inc - Corp|US Ply, Inc|TX|1|2|60|116706||'US Ply Inc.'|us ply|false
Central States Manufacturing - Corporate|Central States Manufacturing|AR|1|22|141|263731||'Central States Manufacturing'|central states|false
Villas At New Brighton|Monarch|MN|1|21|7|118534|920321876|'Monarch Consulting Services'|monarch|false
AECOM Field Services, LLC|AECOM|TX|1|3|873|1745291||'AECOM'|aecom|false
US Gypsum Weirton|USG|WV|1|21|22|41351|361898410|'USG Corporation'|usg|false
US Gypsum Aliquippa|USG|PA|1|22|180|361142|361898410|'USG Corporation'|usg|false
United States Gypsum Co, Bridgeport Plant|USG|AL|1|22|224|451682|361898410|'USG Corporation'|usg|false
US Gypsum East Chicago|USG|IN|1|22|161|328622|361898410|'USG Corporation'|usg|false
US Gypsum Shoals|USG|IN|1|3|249|500984|361898410|'USG Corporation'|usg|false
US Gypsum Washingtonville|USG|PA|1|22|142|268900|361898410|'USG Corporation'|usg|false
LLC|Peterson Manufacturing LLC|FL|1|1|23|41948|843193744|'Peterson Consulting Group'|peterson|false
US Gypsum Galena Park|USG|TX|1|22|206|435175|361898410|'USG Corporation'|usg|false
US Gypsum Jacksonville|USG|FL|1|3|251|506383|361898410|'USG Corporation'|usg|false
US Gypsum Sweetwater|USG|TX|1|3|270|533108|361898410|'USG Corporation'|usg|false
US Gypsum Otsego|USG|MI|1|22|146|308780|204479731|'USG Corporation'|usg|false
US Gypsum Auburn|USG|WA|1|21|47|88254|361898410|'USG Corporation'|usg|false
US Gypsum Baltimore|USG|MD|1|22|233|481136|361898410|'USG Corporation'|usg|false
US Gypsum Detroit|USG|MI|1|21|99|206198|361898410|'USG Corporation'|usg|false
US Gyspum Fort Dodge|USG|IA|1|22|147|306602|361898410|'USG Corporation'|usg|false
TECTA AMERICA DAKOTAS LLC|TECTA AMERICA DAKOTAS LLC|ND|1|22|106|217853|450278200|'Tecta America Dakotas LLC'|tecta america dakotas|false
US Gypsum Phoenix|USG|AZ|1|1|17|33674|361898410|'USG Corporation'|usg|false
US Gypsum Torrance|USG|CA|1|21|42|82940|361898410|'USG Corporation'|usg|false
United States Gypsum|USG|MI|1|21|23|50444|361898410|'USG Corporation'|usg|false
ARS, a Tecta America Company, LLC|ARS, a Tecta America Company, LLC|SD|1|21|71|127941|841505685|'ARS, A Tecta America Company'|ars, a tecta america|false
US Gypsum Plaster City|USG|CA|1|3|277|581876|361898410|'USG Corporation'|usg|false
Viking Roofing, Inc|Viking Roofing, Inc|NH|1|1|15|27141|20525250|'Viking Roofing Inc.'|viking roofing|false
Milliken & Co/Cedar Hill|Milliken & Company|SC|1|22|170|394976|510105342|'Milliken & Company'|milliken &|false
IRS Jackson|Independent Roofing Systems|MS|1|22|212|490804|640657679|'Independent Roofing Company Inc.', 'Independent Roofing Systems Inc.'|independent roofing|true
US Gypsum Sperry|USG|IA|1|22|220|453712|361898410|'USG Corporation'|usg|false
US Gypsum Rainier|USG|OR|1|22|104|191990|361898410|'USG Corporation'|usg|false
Haeber Roofing Company|Haeber Roofing Company|TX|1|21|36|74855|741995512|'Haeber Roofing'|haeber roofing|false
US Gypsum Sigurd|USG|UT|1|21|93|176870|361898410|'USG Corporation'|usg|false
USG Interiors Cloquet|USG|MN|1|3|336|694938|453811432|'USG Corporation'|usg|false
USG Interiors Greenville|USG|MS|1|22|193|446880|453811432|'USG Corporation'|usg|false
USG Interiors Red Wing|USG|MN|1|21|32|66616|453811432|'USG Corporation'|usg|false
USG Interiors Stockton|USG|CA|1|21|21|37791|453811432|'USG Corporation'|usg|false
Ceilings Plus|USG|CA|1|22|165|317422|384049706|'USG Corporation'|usg|false
Central States Manufacturing - Lowell|Central States Manufacturing|AR|1|22|106|393271||'Central States Manufacturing'|central states|false
Supreme Roofing, LP|Supreme Roofing|TX|1|3|261|424946|823769023|'Supreme Roofing', 'Supreme Roofing Systems'|supreme roofing|true
American Roofing & Metal Louisville|American Roofing & Metal|KY|1|22|175|80099|610192077|'American Roofing & Metal Co. Inc.'|american roofing & metal|false
All Star Roofing, Inc.|All Star Roofing, Inc.|NY|1|1|12|20535|112892662|'All Star Roofing Inc.'|all star roofing|false
D.R. Kidd Company Inc.|Kidd Roofing|TX|1|22|126|249230|742736561|'Kidd Roofing'|kidd roofing|false
JB Roofing a Tecta America Company LLC Akron Office|JB Roofing a Tecta America Company LLC|OH|1|1|15|33074|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
JB Roofing a Tecta America Company LLC Louisville|JB Roofing a Tecta America Company LLC|KY|1|1|8|15364|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
JB Roofing a Tecta America Company LLC Worthington Office|JB Roofing a Tecta America Company LLC|OH|1|21|26|40916|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
JB Roofing a Tecta America Company LLC|JB Roofing a Tecta America Company LLC|OH|1|21|30|44406|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
Dynamic Metals Goup|Dynamic Metals, LLC|IN|1|2|159|274898|900106552|'Dynamic Metals'|dynamic metals|false
Rio Roofing, Inc.|Rio Roofing, Inc.|TX|1|21|40|82354|742427440|'Rio Roofing', 'Rio Roofing Inc.'|rio roofing|true
CAMP HILL|Atlas Roofing|PA|1|21|52|141400|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Academy Roofing Inc.|Academy Roofing Inc.|CO|1|21|76|155698|840858941|'Academy Roofing Inc.'|academy roofing|false
Unilock Chicago|Unilock Inc.|IL|1|22|182|316645|363480878|'Unilock'|unilock|false
The Garland Company|The Garland Company|OH|1|3|366|733546|341115246|'The Garland Company Inc.'|the garland|false
Stillwater,Gc|Stillwater capital|TX|1|2|45|90000|611776929|'Stillwater Construction'|stillwater|false
Huf North America Automotive Parts Manufacturing Corp.|Huf|TN|1|3|319|431861||'HUF Construction'|huf|false
Diamond Roofing Systems, LLP|Diamond Roofing Systems|OH|1|21|37|84632|462010388|'Diamond Roofing', 'Diamond Roofing Co. Inc.', 'Diamond Roofing Systems'|diamond roofing|true
Diamond Roofing - Akron|Diamond Roofing Systems|OH|1|21|37|84632|462010388|'Diamond Roofing', 'Diamond Roofing Co. Inc.', 'Diamond Roofing Systems'|diamond roofing|true
White Bear Lake - BIC|Braun Intertec Corporation|MN|1|2|60|118544|411684205|'Braun Intertec Corp.'|braun intertec|false
Hibbing - BIC|Braun Intertec Corporation|MN|1|2|21|38672|411684205|'Braun Intertec Corp.'|braun intertec|false
Phoenix Office|McCarthy Building Companies, Inc.|AZ|1|3|358|744539|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Chandler Yard|McCarthy Building Companies, Inc.|AZ|1|2|38|78123|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Maple Flats|McCarthy Building Companies, Inc.|IL|1|2|20|41656|430399290|'McCarthy Building Companies'|mccarthy building companies|false
NMS 100 Hecate|McCarthy Building Companies, Inc.|OH|1|2|27|55377|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Bright Arrow|McCarthy Building Companies, Inc.|TX|1|2|89|184197|430399290|'McCarthy Building Companies'|mccarthy building companies|false
ASU Mill Avenue Garage|McCarthy Building Companies, Inc.|AZ|1|2|107|222509|430399290|'McCarthy Building Companies'|mccarthy building companies|false
YUHSD - Somerton High School|McCarthy Building Companies, Inc.|AZ|1|2|22|45006|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Willowbrook Solar|McCarthy Building Companies, Inc.|OH|1|2|43|89776||'McCarthy Building Companies'|mccarthy building companies|false
Agave Solar|McCarthy Building Companies, Inc.|AZ|1|2|21|43890|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Horizon Solar|McCarthy Building Companies, Inc.|TX|1|2|244|507331|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Cattlemen 1 Solar|McCarthy Building Companies, Inc.|TX|1|3|296|616682|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Sioux Falls WRF|McCarthy Building Companies, Inc.|SD|1|2|121|250653|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Chandler WRF Improvements|McCarthy Building Companies, Inc.|AZ|1|2|21|42641|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Nelson WWTF Improvements|McCarthy Building Companies, Inc.|KS|1|21|21|44200|430399290|'McCarthy Building Companies'|mccarthy building companies|false
NW Ph II Light Rail Expansion|McCarthy Building Companies, Inc.|AZ|1|21|23|47123|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Bloomington - BIC|Braun Intertec Corporation|MN|1|3|356|697961|411684205|'Braun Intertec Corp.'|braun intertec|false
Mayo SSG|McCarthy Building Companies, Inc.|AZ|1|21|26|54473|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Chandler Airport RWIF|McCarthy Building Companies, Inc.|AZ|1|21|30|62731|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Sun Streams 4|McCarthy Building Companies, Inc.|AZ|1|21|40|83629|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Cattlemen 2 Solar|McCarthy Building Companies, Inc.|TX|1|21|59|122826|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Stoneridge Solar|McCarthy Building Companies, Inc.|TX|1|21|60|124476|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Morrow Lake Solar|McCarthy Building Companies, Inc.|TX|1|21|69|144050|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Arche Solar|McCarthy Building Companies, Inc.|OH|1|21|75|156617|430399290|'McCarthy Building Companies'|mccarthy building companies|false
VDC AZ 1 Campus|McCarthy Building Companies, Inc.|AZ|1|21|85|176285|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Sun Streams 3|McCarthy Building Companies, Inc.|AZ|1|22|210|436135|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Umbriel Solar|McCarthy Building Companies, Inc.|TX|1|22|211|438896|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Double Black Diamond Solar|McCarthy Building Companies, Inc.|IL|1|3|259|538289|430399290|'McCarthy Building Companies'|mccarthy building companies|false
APS HUBwest|McCarthy Building Companies, Inc.|AZ|1|1|11|22096|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Banner Gateway Expansion|McCarthy Building Companies, Inc.|AZ|1|1|19|40368|430399290|'McCarthy Building Companies'|mccarthy building companies|false
AWC Student Experience Center|McCarthy Building Companies, Inc.|AZ|1|1|12|24522|430399290|'McCarthy Building Companies'|mccarthy building companies|false
CAC Allied Health & Skilled|McCarthy Building Companies, Inc.|AZ|1|1|13|27415|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Scottsdale Pueblo Elementary|McCarthy Building Companies, Inc.|AZ|1|1|15|30306|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Grizzly Roofing LLC|Grizzly Roofing LLC|LA|1|21|20|29000|842125236|'Grizzly Roofing', 'Grizzly Roofing LLC'|grizzly roofing|true
PMGAA Terminal Modernization|McCarthy Building Companies, Inc.|AZ|1|1|15|30426|430399290|'McCarthy Building Companies'|mccarthy building companies|false
91st Ave WWTP Plant 2B Rehab|McCarthy Building Companies, Inc.|AZ|1|1|16|33017|430399290|'McCarthy Building Companies'|mccarthy building companies|false
ASU ISTB-12|McCarthy Building Companies, Inc.|AZ|1|1|17|35121|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Campany Roof Maintenance LLC|Campany Roof Maintenance LLC|FL|1|21|25|41674|270278579|'Campany Roof Maintenance LLC'|campany roof maintenance|false
WxTite, LLC|WxTite, LLC|NC|1|21|29|56028|842099309|'WxTite'|wxtite|false
EFI, Inc.|EFI, Inc.|MI|1|2|90|68084||'EFI Global Inc'|efi|false
Mammoth Contracting LLC|Mammoth Contracting LLC|TX|1|21|11|76960|815179460|'Mammoth Contracting'|mammoth contracting|false
Fidelity Roof Company|Fidelity Roof Company|CA|1|21|65|117219|941326440|'Fidelity Roof Co.'|fidelity roof|false
JDH Company Inc.|JDH Company|TN|1|21|70|172103||'JDH Co. Inc.'|jdh|false
United Roofing & Sheet Metal, Inc.|United Roofing & Sheet Metal, INc.|CT|1|21|39|68290|472424796|'United Roofing & Sheet Metal Inc.'|united roofing & sheet metal|false
Scholten Roofing, Inc|Scholten Roofing, Inc|WA|1|21|25|31719|910890646|'Scholten Roofing Inc.'|scholten roofing|false
Bone Roofing Supply, Inc.|Bone Roofing Supply, Inc|IL|1|21|55|104000|362729296|'Bone Roofing Supply Inc.'|bone roofing supply|false
NORSEMEN LLC|NORSEMEN LLC|FL|1|21|24|50770|454330837|'Norsemen Construction Co. LLC'|norsemen|false
Gordon Solutions LLC|Gordon Solutions LLC|WI|1|2|26|40714|272409745|'Gordon Contractors Inc.'|gordon|false
A. W. Farrell & Son, Inc. - Erie|A. W. Farrell & Son, Inc.|PA|1|21|35|62378|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
A. W. Farrell & Son, Inc. - Las Vegas|A. W. Farrell & Son, Inc.|NV|1|21|32|73771|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
A. W. Farrell & Son, Inc. - Plattsburgh|A. W. Farrell & Son, Inc.|NY|1|21|25|73077|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
A. W. Farrell & Son, Inc. - Dunkirk|A. W. Farrell & Son, Inc.|NY|1|21|30|64832|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
Maintenance Inc.|Maintenance Inc.|TX|1|1|9|18062|751423619|'Maintenance Management Inc.'|maintenance|false
Huntsman Building Solutions - Arlington TX|Huntsman Building Solutions|TX|1|2|86|172920|463224688|'Huntsman Building Solutions'|huntsman building|false
Jolly Roofing & Contracting Company Overall|Jolly Roofing and Contracting|TN|1|3|294|368392|621624798|'Jolly Roofing and Contracting Co. Inc.'|jolly roofing and contracting|false
Owens Corning|Owens Corning|IN|1|2|120|215501|320176634|'Owens Corning'|owens corning|false
RSI Roofing, Inc.|RSI Roofing, Inc.|NY|1|21|47|83645|161212717|'RSI Roofing Inc.'|rsi roofing|false
Owens Corning - Aiken|Owens Corning|SC|1|22|182|462439||'Owens Corning'|owens corning|false
Willow Lake (lab)|Corporate|MN|1|21|132|253440|410268370|'Corporate Contractors Inc.'|corporate|false
Willow Lake Corp Admin|Corporate|MN|1|22|321|647136|410268370|'Corporate Contractors Inc.'|corporate|false
Mala Strana Rehabilitation Center|Monarch|MN|1|22|109|78474||'Monarch Consulting Services'|monarch|false
Dickson Company|Dickson Company|WA|1|2|109|182143|910779580|'Dickson Contractors Inc.'|dickson|false
Horizon Roofing, Inc.|Horizon Roofing, Inc.|MN|1|22|145|283112|411765296|'Horizon Roofing Ltd.'|horizon roofing|false
Milliken Healthcare- Salisbury Plant|Milliken & Company|MA|1|22|222|440719|42590953|'Milliken & Company'|milliken &|false
Milliken Healthcare- Portsmouth Plant|Milliken & Company|NH|1|21|61|116747|42590953|'Milliken & Company'|milliken &|false
Savannah|GAF|GA|1|2|150|362198|223626208|'GAF'|gaf|false
Liberty Sheet Metal|Liberty Sheet Metal|MI|1|22|102|191247|263824306|'Liberty Sheet Metal'|liberty sheet metal|false
Allied, Inc.|Allied, Inc.|MI|1|21|20|42446|381705521|'Allied Construction Services'|allied|false
Thomas Company Inc|Thomas Company|NJ|1|22|213|395969||'Thomas Co. Inc.'|thomas|false
Thomas Company Inc Brooklawn|Thomas Company|NJ|1|22|10|23131||'Thomas Co. Inc.'|thomas|false
050-NBH-RICHMOND|N.B. HANDY COMPANY|VA|1|21|23|40314|540238570|'N.B. Handy Co.'|n.b. handy|false
090-NBH-HANOVER|N.B. HANDY COMPANY|MD|1|21|25|47972|540238570|'N.B. Handy Co.'|n.b. handy|false
060-NBH-GREENSBORO|N.B. HANDY COMPANY|NC|1|1|18|31835|540238570|'N.B. Handy Co.'|n.b. handy|false
Triangle Roofing, Inc.|Triangle Roofing, Inc.|PA|1|21|43|68469|251513867|'Triangle Roofing Inc.'|triangle roofing|false
Benchmark Winona|Benchmark|MN|1|3|881|1754481|742211011|'Benchmark Inc.'|benchmark|false
WW Builders Inc.|WW Builders Inc.|OK|1|21|63|115369|731558721|'WW Builders Inc,'|ww builders|false
Premier Contracting, Inc.|Premier Contracting, Inc.|KS|1|21|39|79476|481162686|'Premier Contracting Inc.'|premier contracting|false
Deeprock Management, LLC|Premier|OK|1|21|49|101308|270765816|'Premier Enterprises'|premier|false
Empire Roofing Companies Inc.|Empire Roofing Companies Inc.|TX|1|21|92|198495|752759310|'Empire Roofing Companies, Inc.'|empire roofing companies|false
Rosenquist Construction|Rosenquist Construction|MN|1|21|25|39651|411725965|'Rosenquist Construction Inc.'|rosenquist|false
Manson Roofing, Inc.|Manson Roofing, Inc.|FL|1|21|28|59837|591799056|'Manson Roofing Inc.'|manson roofing|false
500-NBH-STEEL CENTER|N.B. HANDY COMPANY|VA|1|1|19|38299|540238570|'N.B. Handy Co.'|n.b. handy|false
210-NBH-CHARLESTON|N.B. HANDY COMPANY|SC|1|1|10|17125|540238570|'N.B. Handy Co.'|n.b. handy|false
160-NBH-MACHINERY|N.B. HANDY COMPANY|VA|1|1|12|20395|540238570|'N.B. Handy Co.'|n.b. handy|false
Empire Roofing Companies Inc..|Empire Roofing Companies Inc..|TX|1|21|56|112945|752759310|'Empire Roofing Companies, Inc.'|empire roofing companies|false
190-NBH-DAVENPORT|N.B. HANDY COMPANY|FL|1|21|23|40690|540238570|'N.B. Handy Co.'|n.b. handy|false
140-NBH-BALTIMORE|N.B. HANDY COMPANY|MD|1|1|4|6367|540238570|'N.B. Handy Co.'|n.b. handy|false
110-NBH-GREENVILLE|N.B. HANDY COMPANY|SC|1|1|17|30243|540238570|'N.B. Handy Co.'|n.b. handy|false
120-NBH-ATLANTA|N.B. HANDY COMPANY|GA|1|21|26|46691|540238570|'N.B. Handy Co.'|n.b. handy|false
150-NBH-COLUMBIA|N.B. HANDY COMPANY|SC|1|1|9|14806|540238570|'N.B. Handy Co.'|n.b. handy|false
