establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Mt. Vernon Shingle|GAF|IN|1|2|200|403549|223626208|'GAF'|gaf|false
Cedar City|GAF|UT|1|2|55|113846|461261209|'GAF'|gaf|false
Mt. Vernon TPO|GAF|IN|1|2|36|82371|223626208|'GAF'|gaf|false
Michigan City|GAF|IN|1|2|165|350335|223626208|'GAF'|gaf|false
Gainesville|GAF|TX|1|2|89|198099|204921692|'GAF'|gaf|false
Tampa|GAF|FL|1|2|101|302631|223626208|'GAF'|gaf|false
Phoenix|GAF|AR|1|2|24|57746|270673916|'GAF'|gaf|false
New Columbia TPO|GAF|PA|1|2|55|106150|813158452|'GAF'|gaf|false
Shafter Shingle|GAF|CA|1|2|120|273491|741925368|'GAF'|gaf|false
Savannah|GAF|GA|1|2|121|327540|223626208|'GAF'|gaf|false
Baltimore|GAF|MD|1|2|150|354009|223626208|'GAF'|gaf|false
Dallas|GAF|TX|1|2|126|296835|205980312|'GAF'|gaf|false
Interstate Roofing, Inc.|Interstate Roofing, Inc.|OR|1|2|59|106724|930963870|'Interstate Roofing Inc.'|interstate roofing|false
West Coast Roofing, LLC|West Coast Roofing, LLC|AZ|1|2|26|48220|261241882|'West Coast Roofing LLC'|west coast roofing|false
Fontana|GAF|CA|1|2|73|154431|223626208|'GAF'|gaf|false
Skyline Construction|Skyline Construction|CA|1|2|144|280253|943250856|'Skyline Construction Services Inc.'|skyline|false
Stockton|GAF|CA|1|2|29|66933|223626208|'GAF'|gaf|false
The Haskell Company|The Haskell Company|FL|1|3|1615|3363862|592387450|'The Haskell Co.'|the haskell|false
Boyd Technologies|Boyd Technologies|MA|1|2|45|93600|042682931|'Boyd Inc.'|boyd|false
Tallahassee Roofing, Inc.|Tallahassee Roofing, Inc.|FL|1|2|40|48605||'Tallahassee Roofing Inc.'|tallahassee roofing|false
Tecta America Colorado|Tecta America Colorado LLC|CO|1|2|71|140096|202909369|'Tecta America Colorado LLC'|tecta america colorado|false
NGC - Orlando Plant|National Gypsum Company|FL|1|2|32|68121|752474490|'National Gypsum Co.'|national gypsum|false
A.H. Sturgill Roofing, Inc.|A.H. Sturgill Roofing, Inc.|OH|1|2|34|58376|311366660|'A.H. Sturgill Roofing Inc.'|a.h. sturgill roofing|false
Hynes Industries - Youngstown|Hynes Industries Inc.|OH|1|2|115|198763||'Hynes Services Inc.'|hynes|false
Hynes Industries - Kokomo|Hynes Industries|IN|1|1|14|24075|510593544|'Hynes Services Inc.'|hynes|false
Hynes Industries - Painseville|Hynes Industries Inc.|OH|1|2|30|55270||'Hynes Services Inc.'|hynes|false
2341_4277|Brandle Roofing & Sheet Metal|MI|1|2|30|51542|382446283|'Brandle Roofing & Sheet Metal Co.'|brandle roofing & sheet metal|false
Warren Construction & Roofing, Inc|Warren Construction & Roofing, Inc|CA|1|2|28|47873|202626621|'Warren Construction & Roofing Inc.'|warren construction & roofing|false
BLINDAUER SHEET METAL &  ROOFING INC|BLINDAUER SHEET METAL &  ROOFING INC|WI|1|2|18|26964|391050343|'Blindauer Sheet Metal & Roofing Inc.'|blindauer sheet metal & roofing|false
Rockwell Roofing, Inc.|Rockwell Roofing, Inc.|MA|1|2|54|158610|042652947|'Rockwell Roofing Inc.'|rockwell roofing|false
Performance Roofing LLC|Performance Roofing LLC|FL|1|2|26|34054|205739365|'Performance Roofing Inc.', 'Performance Roofing Systems Inc.'|performance roofing|true
NRG Will County Generating Station|NRG|IL|1|2|49|100779|463985344|'NRG Construction LLC'|nrg|false
Brazos Urethane|Brazos Urethane, Inc.|TX|1|2|140|289755|742466058|'Brazos Urethane Inc'|brazos urethane|false
Bone Dry Roofing - Athens|Bone Dry Roofing|GA|1|2|56|119218|861081716|'Bone Dry Roofing', 'Bone Dry Roofing Co.', 'Bone Dry Roofing Company', 'Bone Dry Roofing Inc.'|bone dry roofing|true
Unilock Chicago|Unilock Inc.|IL|1|2|130|292791|363480878|'Unilock'|unilock|false
Custofoam Corporation|Custofoam Corporation|WI|1|2|25|29275|391178726|'Custofoam Corp.'|custofoam|false
Sun Commercial Roofs, Inc.|Sun Commercial Roofs, Inc.|TX|1|2|78|161753|752214198|'Sun Commercial Roofs Inc.'|sun commercial roofs|false
Roof Tech|Roof Tech, Inc.|MN|1|2|28|40281|411738553|'Roof Tech Inc.'|roof tech|false
General Coatings Corp|General Coatings Corp|CA|1|3|276|580749|330259909|'General Coatings Manufacturing Corp.'|general coatings|false
SI|Sampco, Inc.|MA|1|2|29|72082|043110392|'Sampco Inc.'|sampco|false
Rutter Roofing LLC|Rutter Roofing LLC|PA|1|2|29|60320|272115410|'Rutter Roofing'|rutter roofing|false
Springfield Office|Titan Roofing, Inc.|MA|1|2|76|144210|042630303|'Titan Roofing'|titan roofing|false
Albany Office|Titan Roofing, Inc.|NY|1|2|145|278731|042630303|'Titan Roofing'|titan roofing|false
Quincy Office|Titan Roofing, Inc.|MA|1|2|91|160577|042630303|'Titan Roofing'|titan roofing|false
Plattsburgh|Titan Roofing, Inc|NY|1|2|2|3870|042630303|'Titan Roofing'|titan roofing|false
Worcester|Titan Roofing, Inc.|MA|1|2|3|8816|042630303|'Titan Roofing'|titan roofing|false
New Haven Office|Titan Roofing, Inc.|CT|1|2|13|20805|042630303|'Titan Roofing'|titan roofing|false
Syracuse Office|Titan Roofing, Inc.|NY|1|2|24|47249|042630303|'Titan Roofing'|titan roofing|false
Newburgh Office|Titan Roofing, Inc|NY|1|2|24|43538|042630303|'Titan Roofing'|titan roofing|false
Industrial Roofing & Construction|Industrial Roofing & Construction LLC|LA|1|2|74|179914||'Industrial Roofing & Construction LLC'|industrial roofing &|false
Weatherguard Roofing Inc|Weatherguard Roofing Inc|WA|1|2|25|38542|911759377|'Weatherguard Roofing'|weatherguard roofing|false
NM|Commercial Roofing, LLC.|NM|1|2|34|65747|850457633|'Commercial Roofing Co. LLC', 'Commercial Roofing LLC', 'Commercial Roofing Systems Inc.'|commercial roofing|true
M. Potteiger Inc.|M. Potteiger Inc.|PA|1|2|31|43069|231709914|'M. Potteiger Inc.'|m. potteiger|false
Aderhold Roofing Corporation|Aderhold Roofing|FL|1|2|30|56816|275227926|'Aderhold Roofing'|aderhold roofing|false
Scalo Inc.|Scalo Inc.|PA|1|2|30|60466|232885490|'Scalo Incorporated'|scalo|false
National Gypsum Company- MLT|National Gypsum|PA|2|2|78|166742|561969304|'National Gypsum Co.'|national gypsum|false
NGC-Wilmington|National Gypsum Company|NC|1|2|63|164401|752474490|'National Gypsum Co.'|national gypsum|false
Live Oak Plant|Milliken & Co.|GA|1|3|436|848379|510105342|'Milliken & Company'|milliken &|false
Codington County Jail|Consolidated Management|SD|1|1|1|1201|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Dallas County Jail|Consolidated Management|IA|1|1|2|619|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Brown County Jail|Consolidated Management|MN|1|1|3|681|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Hennepin Tech College - Eden Prairie|Consolidated Management|MN|1|1|2|1599|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Hennepin Tech College - Brooklyn Park Campus|Consolidated Management|MN|1|1|3|3243|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Ford County Jail|Consolidated Management|IL|1|1|3|5203|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Franklin County KS|Consolidated Management|KS|1|1|2|3907|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Franklin County IL|Consolidated Management|IL|1|1|4|8536|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Chisago County Sheriff|Consolidated Management|MN|1|1|2|4706|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Carlton County Sheriff Office|Consolidated Management|MN|1|1|2|5362|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Buchanan Sheriff's Office|Consolidated Management|IA|1|1|2|4016|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Jasper County Sheriff|Consolidated Management|IA|1|1|2|4136|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Miami County Detention Center|Consolidated Management|KS|1|1|5|10016|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Nashville Electric Service|Consolidated Management|TN|1|1|4|7999|421080609|'Consolidated Enterprises Inc.'|consolidated|false
ATCC - Alexandria Technical and Community College|Consolidated Management|MN|1|1|7|6563|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Humphreys County Sheriff Dept|Consolidated Management|TN|1|1|3|4679|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Kansas Highway Patrol Training Academy|Consolidated Management|KS|1|1|3|6091|421080609|'Consolidated Enterprises Inc.'|consolidated|false
M State College|Consolidated Management|MN|1|1|6|6002|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Mower County Jail|Consolidated Management|MN|1|1|4|8709|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Ridgewater College|Consolidated Management|MN|1|1|2|1392|421080609|'Consolidated Enterprises Inc.'|consolidated|false
TN Fire Service & Code Enforcement Academy|Consolidated Management|TN|1|1|5|4501|421080609|'Consolidated Enterprises Inc.'|consolidated|false
840|Decor|ID|1|2|51|74584|351057796|'Decor Construction Inc.'|decor|false
Progressive Roofing Inc.|Progressive Roofing Inc.|MA|1|2|17|29827|043425540|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Richardson County Jail|Consolidated Management|NE|1|1|2|754|421080609|'Consolidated Enterprises Inc.'|consolidated|false
Dalton|Milliken & Co|GA|1|2|18|33286|510105342|'Milliken & Company'|milliken &|false
Scott Construction Inc.|Scott Construction Inc.|WI|1|2|113|238412|390979191|'Scott Enterprises Inc.'|scott|false
Upson Company|Upson Company|ID|1|2|77|149071|820455046|'Upson Company'|upson|false
D.A. Nolt, Inc.|D.A. Nolt, Inc.|NJ|1|2|52|100055|223062854|'D.A. Nolt Inc.'|d.a. nolt|false
Warren Roofing & Insulating Company|Warren Roofing & Insulating Company|OH|1|2|110|147744|340604460|'Warren Roofing & Insulating Co.'|warren roofing & insulating|false
Dr. Roof Inc.|Dr. Roof Inc.|WA|1|2|51|8004471|912137934|'Dr. Roof Inc.'|dr. roof|false
Dynamic Metals Group|Dynamic Metals LLC|IN|1|2|109|214456||'Dynamic Metals'|dynamic metals|false
Advanced Roofing, Inc.|Advanced Roofing, Inc.|MI|1|2|21|34245|382819536|'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
Laraway Roofing, Inc.|Laraway Roofing, Inc.|MN|1|1|10|19862|410986127|'Laraway Roofing Inc.'|laraway roofing|false
Milliken & Company - Alma Plant|Milliken & Company|GA|1|2|116|183212|510105342|'Milliken & Company'|milliken &|false
Academy Roofing Inc.|Academy Roofing Inc.|CO|1|2|92|190849|840858941|'Academy Roofing Inc.'|academy roofing|false
Armstrong Associates|Armstrong Associates|CA|1|2|20|41600|770515247|'Armstrong Group Inc.'|armstrong|false
EMW Tropical Roofing Products Flor|Tropical Roofing Products|FL|1|2|58|121481|841185682|'Tropical Roofing Products'|tropical roofing products|false
Administration Annex|Monarch|NC|1|2|32|62045|561326126|'Monarch Consulting Services'|monarch|false
Anderson Road Group Home|Monarch|NC|1|1|11|12566|561326126|'Monarch Consulting Services'|monarch|false
Andrea Drive Group Home|Monarch|NC|1|1|3|6393|561326126|'Monarch Consulting Services'|monarch|false
Anson Adult Group Home|Monarch|NC|1|1|6|11596|561326126|'Monarch Consulting Services'|monarch|false
Ansonville Group Home|Monarch|NC|1|1|10|21283|561326126|'Monarch Consulting Services'|monarch|false
Asheboro School Road Group Home|Monarch|NC|1|1|4|7642|561326126|'Monarch Consulting Services'|monarch|false
Austin House Group Home|Monarch|NC|1|1|5|7488|561326126|'Monarch Consulting Services'|monarch|false
Azalea Gardens Apartments|Monarch|NC|1|1|1|1008|561326126|'Monarch Consulting Services'|monarch|false
Beach Club of Dare|Monarch|NC|1|1|8|6413|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Cleveland (South Post Road)|Monarch|NC|1|1|19|33142|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Davidson (Grimes Blvd)|Monarch|NC|1|2|32|43344|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Forsyth (Cherry Street)|Monarch|NC|1|2|59|94838|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Gaston (Court Drive)|Monarch|NC|1|2|29|53867|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Lincoln (McBee Street)|Monarch|NC|1|1|6|12520|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Mecklenburg (Executive Center)|Monarch|NC|1|2|69|140831|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Nash (Tiffany Blvd)|Monarch|NC|1|1|15|29882|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Robeson (Godwin Avenue)|Monarch|NC|1|2|20|39830|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Scotland (McAlpine Lane)|Monarch|NC|1|1|3|4250|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Ashville Avenue)|Monarch|NC|1|1|7|15331|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Dogwood Drive)|Monarch|NC|1|1|1|2135|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (East Holding Avenue)|Monarch|NC|1|1|2|3910|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Judd Parkway)|Monarch|NC|1|1|2|3333|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Navaho Drive)|Monarch|NC|1|2|31|55980|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wilson (Forest Hills Rd)|Monarch|NC|1|1|10|15218|561326126|'Monarch Consulting Services'|monarch|false
Bellemeade Center|Monarch|NC|1|2|69|123008|561326126|'Monarch Consulting Services'|monarch|false
Bladen Opportunities Unlimited|Monarch|NC|1|1|12|15083|561326126|'Monarch Consulting Services'|monarch|false
Briar Creek Group Home|Monarch|NC|1|1|4|6781|561326126|'Monarch Consulting Services'|monarch|false
Brices Creek Road Group Home|Monarch|NC|1|1|16|21064|561326126|'Monarch Consulting Services'|monarch|false
Brighter Vision|Monarch|NC|1|1|3|4987|561326126|'Monarch Consulting Services'|monarch|false
Buffalo Creek Apartments|Monarch|NC|1|1|2|3874|561326126|'Monarch Consulting Services'|monarch|false
Campus Park Drive|Monarch|NC|1|1|3|5889|561326126|'Monarch Consulting Services'|monarch|false
Carmel Forest Drive Group Home|Monarch|NC|1|1|7|11231|561326126|'Monarch Consulting Services'|monarch|false
Cauthen Drive Group Home|Monarch|NC|1|1|5|9689|561326126|'Monarch Consulting Services'|monarch|false
Charlotte Street Group Home|Monarch|NC|1|1|7|14593|561326126|'Monarch Consulting Services'|monarch|false
Circle Drive Group Home|Monarch|NC|1|1|10|14535|561326126|'Monarch Consulting Services'|monarch|false
Circlewood Drive Group Home|Monarch|NC|1|1|10|16552|561326126|'Monarch Consulting Services'|monarch|false
Club Horizon Psychosocial Rehabilitation|Monarch|NC|1|1|9|12233|561326126|'Monarch Consulting Services'|monarch|false
Cohen House Group Home|Monarch|NC|1|1|8|13213|561326126|'Monarch Consulting Services'|monarch|false
Columbus Industries|Monarch|NC|1|1|14|20230|561326126|'Monarch Consulting Services'|monarch|false
Connecticut Avenue Group Home|Monarch|NC|1|1|7|10323|561326126|'Monarch Consulting Services'|monarch|false
Corvair Drive Group Home|Monarch|NC|1|1|6|8655|561326126|'Monarch Consulting Services'|monarch|false
Creative Arts and Community Center|Monarch|NC|1|2|64|85557|561326126|'Monarch Consulting Services'|monarch|false
Dogwood Circle Group Home|Monarch|NC|1|1|5|10653|561326126|'Monarch Consulting Services'|monarch|false
Dogwood House Group Home|Monarch|NC|1|1|15|28039|561326126|'Monarch Consulting Services'|monarch|false
East Main Group Home|Monarch|NC|1|1|10|13278|561326126|'Monarch Consulting Services'|monarch|false
Eklund Apartments|Monarch|NC|1|1|5|9874|561326126|'Monarch Consulting Services'|monarch|false
Evergreen Apartments|Monarch|NC|1|1|6|11585|561326126|'Monarch Consulting Services'|monarch|false
Forsyth Psychosocial Rehabilitation|Monarch|NC|1|1|3|5364|561326126|'Monarch Consulting Services'|monarch|false
Fort Bragg Drive Group Home|Monarch|NC|1|1|4|8552|561326126|'Monarch Consulting Services'|monarch|false
George Street Group Home|Monarch|NC|1|1|3|4407|561326126|'Monarch Consulting Services'|monarch|false
Goodale School and Recovery Community|Monarch|NC|1|1|2|4504|561326126|'Monarch Consulting Services'|monarch|false
Grand Oaks Apartments|Monarch|NC|1|1|4|4752|561326126|'Monarch Consulting Services'|monarch|false
Green Street Group Home|Monarch|NC|1|1|6|10851|561326126|'Monarch Consulting Services'|monarch|false
Greenwood AUP Center|Monarch|NC|1|1|7|12088|561326126|'Monarch Consulting Services'|monarch|false
Harnett Psychosocial Rehabilitation|Monarch|NC|1|1|3|4967|561326126|'Monarch Consulting Services'|monarch|false
Health Drive Center|Monarch|NC|1|2|24|33646|561326126|'Monarch Consulting Services'|monarch|false
Hoke County #1 Group Home|Monarch|NC|1|1|5|9049|561326126|'Monarch Consulting Services'|monarch|false
Hoke County #2 Group Home|Monarch|NC|1|1|5|6707|561326126|'Monarch Consulting Services'|monarch|false
Hoke Street Group Home|Monarch|NC|1|1|5|10723|561326126|'Monarch Consulting Services'|monarch|false
Hope House Group Home|Monarch|NC|1|1|7|13573|561326126|'Monarch Consulting Services'|monarch|false
Jones County Group Home|Monarch|NC|1|1|6|11134|561326126|'Monarch Consulting Services'|monarch|false
Karen Lane Group Home|Monarch|NC|1|1|14|24288|561326126|'Monarch Consulting Services'|monarch|false
Kimberly Road Group Home|Monarch|NC|1|1|11|23314|561326126|'Monarch Consulting Services'|monarch|false
Lafayette Group Home|Monarch|NC|1|1|11|12209|561326126|'Monarch Consulting Services'|monarch|false
Lake Monroe Group Home|Monarch|NC|1|1|10|11720|561326126|'Monarch Consulting Services'|monarch|false
Lee Psychosocial Rehabilitation|Monarch|NC|1|1|2|3698|561326126|'Monarch Consulting Services'|monarch|false
Lighthouse Club of Currituck|Monarch|NC|1|1|6|9156|561326126|'Monarch Consulting Services'|monarch|false
Lillian Mill Administration Office|Monarch|NC|1|2|140|286116|561326126|'Monarch Consulting Services'|monarch|false
Mainstream Group Home|Monarch|NC|1|1|6|12057|561326126|'Monarch Consulting Services'|monarch|false
Mallard Lane Group Home|Monarch|NC|1|1|13|23408|561326126|'Monarch Consulting Services'|monarch|false
McAlway Road Group Home|Monarch|NC|1|1|5|6839|561326126|'Monarch Consulting Services'|monarch|false
McArthur Apartments|Monarch|NC|1|1|1|1114|561326126|'Monarch Consulting Services'|monarch|false
Meadowview Group Home|Monarch|NC|1|1|15|16986|561326126|'Monarch Consulting Services'|monarch|false
Middleton Street Group Home|Monarch|NC|1|1|4|6104|561326126|'Monarch Consulting Services'|monarch|false
Monarch Behavioral Health Urgent Care|Monarch|NC|1|1|9|18679|561326126|'Monarch Consulting Services'|monarch|false
Montgomery Adult Group Home|Monarch|NC|1|1|8|10841|561326126|'Monarch Consulting Services'|monarch|false
Montgomery Community Living Skills|Monarch|NC|1|1|11|11882|561326126|'Monarch Consulting Services'|monarch|false
Moore County Apartments|Monarch|NC|1|1|1|832|561326126|'Monarch Consulting Services'|monarch|false
Moss I Group Home|Monarch|NC|1|1|13|18007|561326126|'Monarch Consulting Services'|monarch|false
Moss II Group Home|Monarch|NC|1|1|19|25112|561326126|'Monarch Consulting Services'|monarch|false
Mt. Gilead Children's Home|Monarch|NC|1|1|14|20859|561326126|'Monarch Consulting Services'|monarch|false
Myrtlewood Group Home|Monarch|NC|1|1|11|24225|561326126|'Monarch Consulting Services'|monarch|false
New Horizon Enterprises|Monarch|NC|1|1|10|12204|561326126|'Monarch Consulting Services'|monarch|false
New View Apartments|Monarch|NC|1|1|2|3793|561326126|'Monarch Consulting Services'|monarch|false
Newport Group Home|Monarch|NC|1|1|4|8675|561326126|'Monarch Consulting Services'|monarch|false
North 7th Street Group Home|Monarch|NC|1|1|6|12565|561326126|'Monarch Consulting Services'|monarch|false
North Hillside Apartments|Monarch|NC|1|1|1|761|561326126|'Monarch Consulting Services'|monarch|false
North Willow Street Group Home|Monarch|NC|1|1|4|6872|561326126|'Monarch Consulting Services'|monarch|false
Oak Drive Group Home|Monarch|NC|1|1|4|6604|561326126|'Monarch Consulting Services'|monarch|false
Oakwood Acres Group Home|Monarch|NC|1|1|5|7563|561326126|'Monarch Consulting Services'|monarch|false
Pamlico County Group Home|Monarch|NC|1|1|4|7824|561326126|'Monarch Consulting Services'|monarch|false
Parkland Group Home|Monarch|NC|1|1|6|9847|561326126|'Monarch Consulting Services'|monarch|false
Pence Place Group Home|Monarch|NC|1|2|39|50427|561326126|'Monarch Consulting Services'|monarch|false
Pennsylvania Avenue Group Home|Monarch|NC|1|1|5|10502|561326126|'Monarch Consulting Services'|monarch|false
Pilotview Group Home|Monarch|NC|1|1|14|17104|561326126|'Monarch Consulting Services'|monarch|false
Pineview Group Home|Monarch|NC|1|1|10|18712|561326126|'Monarch Consulting Services'|monarch|false
Plant Street Group Home|Monarch|NC|1|1|7|12008|561326126|'Monarch Consulting Services'|monarch|false
Richmond Adult Group Home|Monarch|NC|1|1|5|7945|561326126|'Monarch Consulting Services'|monarch|false
Richmond Psychosocial Rehabilitation|Monarch|NC|1|1|6|5172|561326126|'Monarch Consulting Services'|monarch|false
Ridgefield Group Home|Monarch|NC|1|1|13|22086|561326126|'Monarch Consulting Services'|monarch|false
River City Achievement Center-Pasquotank|Monarch|NC|1|2|27|26871|561326126|'Monarch Consulting Services'|monarch|false
Rockingham Administration|Monarch|NC|1|1|3|6335|561326126|'Monarch Consulting Services'|monarch|false
Salisbury Ridge Road|Monarch|NC|1|1|15|16361|561326126|'Monarch Consulting Services'|monarch|false
Schooner Shores Group Home|Monarch|NC|1|1|6|11403|561326126|'Monarch Consulting Services'|monarch|false
Seawell Street Group Home|Monarch|NC|1|1|4|6937|561326126|'Monarch Consulting Services'|monarch|false
Second Street Group Home|Monarch|NC|1|1|12|16218|561326126|'Monarch Consulting Services'|monarch|false
SECU Youth Crisis Center|Monarch|NC|1|2|61|68065|561326126|'Monarch Consulting Services'|monarch|false
Simbelyn Group Home|Monarch|NC|1|1|9|9670|561326126|'Monarch Consulting Services'|monarch|false
Southeastern Industrial Center|Monarch|NC|1|1|18|19928|561326126|'Monarch Consulting Services'|monarch|false
Southgate Group Home|Monarch|NC|1|1|14|18592|561326126|'Monarch Consulting Services'|monarch|false
Southridge Road Group Home|Monarch|NC|1|1|13|21703|561326126|'Monarch Consulting Services'|monarch|false
Spencer's Place Group Home|Monarch|NC|1|1|6|8166|561326126|'Monarch Consulting Services'|monarch|false
Stanly Industrial Services|Monarch|NC|1|2|32|48511|561326126|'Monarch Consulting Services'|monarch|false
Stokes Opportunity Center|Monarch|NC|1|1|5|3538|561326126|'Monarch Consulting Services'|monarch|false
Studio 651|Monarch|NC|1|2|60|120491|561326126|'Monarch Consulting Services'|monarch|false
Tanglewood Arbor|Monarch|NC|1|2|37|50443|561326126|'Monarch Consulting Services'|monarch|false
The Oaks Group Home|Monarch|NC|1|1|4|7342|561326126|'Monarch Consulting Services'|monarch|false
Tri-City Group Home|Monarch|NC|1|1|6|11904|561326126|'Monarch Consulting Services'|monarch|false
Troy Road Group Home|Monarch|NC|1|1|11|14158|561326126|'Monarch Consulting Services'|monarch|false
University of North Carolina Greensboro|Monarch|NC|1|1|15|10782|561326126|'Monarch Consulting Services'|monarch|false
Valleyview Group Home|Monarch|NC|1|1|7|8985|561326126|'Monarch Consulting Services'|monarch|false
Vanceboro Group Home|Monarch|NC|1|1|8|15107|561326126|'Monarch Consulting Services'|monarch|false
Vocational Opportunities in the Community|Monarch|NC|1|1|15|21082|561326126|'Monarch Consulting Services'|monarch|false
Vocational Options of Hoke County|Monarch|NC|1|2|22|26359|561326126|'Monarch Consulting Services'|monarch|false
Walnut Cove Apartments|Monarch|NC|1|1|1|1255|561326126|'Monarch Consulting Services'|monarch|false
Wayfarer Apartments|Monarch|NC|1|1|1|2040|561326126|'Monarch Consulting Services'|monarch|false
Wayfarer Court Group Home|Monarch|NC|1|1|6|12842|561326126|'Monarch Consulting Services'|monarch|false
West Blanche Street Group Home|Monarch|NC|1|1|4|7418|561326126|'Monarch Consulting Services'|monarch|false
Windemere Group Home|Monarch|NC|1|1|5|9452|561326126|'Monarch Consulting Services'|monarch|false
Wiregrass Apartments|Monarch|NC|1|1|1|2160|561326126|'Monarch Consulting Services'|monarch|false
DCS-Americas - West|AECOM|CA|1|3|4840|9680920||'AECOM'|aecom|false
DCS-Americas - East|AECOM|CA|1|3|6538|13076095||'AECOM'|aecom|false
Hunt Construction Group|AECOM|IN|1|3|898|1724947||'AECOM'|aecom|false
DCS-Americas - Environment|AECOM|CA|1|3|3942|7883864||'AECOM'|aecom|false
CertainTeed|CertainTeed|NY|1|2|129|221345|232510893|'CertainTeed LLC'|certainteed|false
Milliken Duncan Stewart Plant|Milliken & Company|GA|1|3|235|1112432|510105342|'Milliken & Company'|milliken &|false
AECOM Industrial Maintenance, inc|AECOM|OH|1|3|130|267178||'AECOM'|aecom|false
Atlas Molded Products, A  Division of Atlas Roofing Corporation|Atlas Roofing Corporation|NV|1|2|111|155176|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
BORNOR RESTORATION, INC.|BORNOR RESTORATION, INC.|MI|1|2|44|71354|381865292|'Bornor Restoration Inc.'|bornor restoration|false
CertainTeed Portland|CertainTeed LLC|OR|1|2|69|145910|232510893|'CertainTeed LLC'|certainteed|false
Metal-Era|Metal-Era|WI|1|2|208|368456|391464141|'Metal-Era LLC'|metal-era|false
COLLINS ROOFING INC|Collins Roofing Inc.|UT|1|2|28|55025|870306507|'Collins Roofing Inc.'|collins roofing|false
Spring Sheet Metal & Roofing, LLC|Spring Sheet Metal & Roofing, LLC|NY|1|2|40|59969|814111885|'Spring Sheet Metal & Roofing, LLC'|spring sheet metal & roofing|false
Stonebrook Exterior|Stonebrook Exterior|NE|1|2|174|344631|260431159|'Stonebrook Exterior'|stonebrook exterior|false
Compton Roofing Plant|Owens Corning|CA|1|2|110|215180||'Owens Corning'|owens corning|false
Shay Roofing Inc.|Shay Roofing INC.|IL|1|2|58|87682||'Shay Roofing Inc.'|shay roofing|false
Pioneer Roofing, LLC|Pioneer Roofing, LLC|WI|1|2|50|102883|134225857|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
Alumni Roofing Lexington|Alumni Roofing Co.|OH|1|2|22|42416|341865113|'Alumni Roofing Company'|alumni roofing|false
RAMCON LLC|RAMCON LLC|FL|1|2|200|299772|510420078|'Ramcon LLC'|ramcon|false
JM Eagle PCP|JM Manufacturing|CA|1|1|12|22713|840895616|'JM Contractors Inc'|jm|false
The Brewer Company|The Brewer Company|WI|1|2|126|224807|391979518|'The Brewer Co.'|the brewer|false
Superior Roofing|Superior Roofing Services Inc|IN|1|2|58|114682||'Superior Roofing Inc.', 'Superior Roofing LLC', 'Superior Roofing Services Inc.', 'Superior Roofing Systems Inc.'|superior roofing|true
Boyd Corporation - Elkhart, IN|Boyd Corporation|IN|1|2|103|175556||'Boyd Inc.'|boyd|false
Pioneer Roofing|Pioneer Roofing Co|AZ|1|2|38|54978|861037548|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
