establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
CCW - Wylie|Carlisle Construction Materials|TX|1|2.00|95.00|189873.00||'Carlisle Construction Materials'|carlisle construction materials|false
CCW - Terrell|Carlisle Construction Materials|TX|1|2.00|44.00|88780.00||'Carlisle Construction Materials'|carlisle construction materials|false
Carlisle Construction Materials - Puyallup|Carlisle Construction Materials|WA|1|2.00|116.00|231129.00||'Carlisle Construction Materials'|carlisle construction materials|false
Hunter Panels - Montgomery|Carlisle Construction Materials|NY|1|2.00|112.00|223832.00||'Carlisle Construction Materials'|carlisle construction materials|false
Hunter Panels - Tooele|Carlisle Construction Materials|UT|1|2.00|60.00|119477.00||'Carlisle Construction Materials'|carlisle construction materials|false
Hunter Panels - Terrell|Carlisle Construction Materials|TX|1|2.00|74.00|147802.00||'Carlisle Construction Materials'|carlisle construction materials|false
Hunter Panels - Lake City|Carlisle Construction Materials|FL|1|2.00|80.00|159156.00||'Carlisle Construction Materials'|carlisle construction materials|false
Hunter Panels - Smithfield, PA|Carlisle Construction Materials|PA|1|2.00|90.00|180146.00||'Carlisle Construction Materials'|carlisle construction materials|false
Hunter Panels - Franklin Park|Carlisle Construction Materials|IL||2.00|108.00|215394.00||'Carlisle Construction Materials'|carlisle construction materials|false
Carlisle Syntec - Carlisle, PA|Carlisle Construction Materials|PA|1|3.00|333.00|666339.00||'Carlisle Construction Materials'|carlisle construction materials|false
Carlisle Syntec - Tooele|Carlisle Construction Materials|UT|1|2.00|93.00|185929.00||'Carlisle Construction Materials'|carlisle construction materials|false
Carlisle Syntec - Senatobia|Carlisle Construction Materials|MS|1|2.00|133.00|265280.00||'Carlisle Construction Materials'|carlisle construction materials|false
Carlisle Syntec - Greenville, IL|Carlisle Construction Materials|IL|1|3.00|395.00|789171.00||'Carlisle Construction Materials'|carlisle construction materials|false
Las Vegas Stadium|McCarthy Building Companies, Inc.|NV|1|2.00|112.00|234205.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Mirabella|McCarthy Building Companies, Inc.|AZ|1|2.00|99.00|207007.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Palms Casino Pool Renovation|McCarthy Building Companies, Inc.|NV|1|2.00|21.00|44396.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Phoenix Office|McCarthy Building Companies, Inc.|AZ|1|2.00|173.00|360565.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Banner Boswell Emergency Department Expansion|McCarthy Building Companies, Inc.|AZ|1|2.00|25.00|49429.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Pioneer Roofing|Pioneer Roofing Co|AZ|1|2.00|41.00|70921.00|861037548|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
Tomahawk Creek WTP|McCarthy Building Companies, Inc.|KS|1|2.00|29.00|58161.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Casino Del Sol Hotel|McCarthy Building Companies, Inc.|AZ|1|2.00|24.00|48520.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Oregon Street Parking Garage|McCarthy Building Companies, Inc.|AZ|1|2.00|29.00|59681.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Circa Resort & Casino|McCarthy Building Companies, Inc.|NV|1|2.00|121.00|252510.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Circa Garage Mahal|McCarthy Building Companies, Inc.|NV|1|2.00|39.00|80746.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Silicon Ranch Hazelhurst III Solar|McCarthy Building Companies, Inc.|GA|1|2.00|95.00|198914.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Mesa Greenfield Water Treatment Plant|McCarthy Building Companies, Inc.|AZ|3|2.00|165.00|342742.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Meridian 3 Solar|McCarthy Building Companies, Inc.|MS|1|2.00|73.00|151712.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
LK Industries|LK Industries|TX|1|2.00|28.00|38769.00|830301592|'LK Construction Inc.'|lk|false
Commercial Roofers, Inc.|Commercial Roofers, Inc.|NV|1|2.00|295.00|436924.00||'Commercial Roofers Inc.'|commercial roofers|false
Pro Services Construction|Pro Services Construction|KY|1|2.00|25.00|54064.00|920193998|'Pro Services CO LLC'|pro|false
COMMERCIAL INDUSTRIAL ROOFING, INC-LYNNWOOD|COMMERCIAL INDUSTRIAL ROOFING, INC|WA|1|2.00|61.00|119226.00|911086335|'Commercial Industrial Roofing Inc'|commercial industrial roofing|false
Obion Live Haul|Tyson Foods, Inc.|TN|1|2.00|17.00|49248.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Tech Roofing Service, Inc.|Tech Roofing Service, Inc.|MA|1|2.00|23.00|42645.00|042730706|'Tech Roofing Service Inc.'|tech roofing service|false
Ultimate RB, Inc. d.b.a. RB Rubber|Carlisle Construction Materials|OR|1|2.00|82.00|141738.00||'Carlisle Construction Materials'|carlisle construction materials|false
Wausau Hampton Inn|Raymond Management Company|WI|1|2.00|25.00|9638.00||'Raymond Group'|raymond|false
St Louis Hampton Inn|Raymond Management Company|MO|1|2.00|48.00|92860.00||'Raymond Group'|raymond|false
SpringHill Suites The Woodlands|Raymond Management Company|TX|1|2.00|28.00|49266.00||'Raymond Group'|raymond|false
Rosemont Hampton Inn & Suites|Raymond Management Company|IL|1|2.00|42.00|74320.00||'Raymond Group'|raymond|false
Rogers Homewood Suites|Raymond Management Company|AR|1|2.00|31.00|50596.00||'Raymond Group'|raymond|false
Rogers Residence Inn|Raymond Management Company|AR|1|2.00|20.00|38097.00||'Raymond Group'|raymond|false
Rogers Hampton Inn|Raymond Management Company|AR|1|2.00|32.00|43327.00||'Raymond Group'|raymond|false
Rochester North Hampton Inn & Suites|Raymond Management Company|MN|1|2.00|32.00|51688.00||'Raymond Group'|raymond|false
Oklahoma City Homewood Suites|Raymond Management Company|OK|1|2.00|22.00|41866.00||'Raymond Group'|raymond|false
Oklahoma City Hilton Garden Inn|Raymond Management Company|OK|1|2.00|52.00|86607.00||'Raymond Group'|raymond|false
Oklahoma City Hampton Inn & Suites|Raymond Management Company|OK|1|2.00|46.00|85845.00||'Raymond Group'|raymond|false
Northgate Hilton Garden Inn|Raymond Management Company|TX|1|2.00|65.00|96770.00||'Raymond Group'|raymond|false
Northgate Hampton Inn & Suites|Raymond Management Company|TX|1|2.00|28.00|45191.00||'Raymond Group'|raymond|false
Raymond Management Company Madison Office|Raymond Management Company|WI|1|2.00|56.00|106884.00||'Raymond Group'|raymond|false
Moorhead Courtyard|Raymond Management Company|MN|1|2.00|84.00|91541.00||'Raymond Group'|raymond|false
Milwaukee Home2|Raymond Management Company|WI|1|2.00|36.00|46612.00||'Raymond Group'|raymond|false
Milwaukee Hilton Garden Inn|Raymond Management Company|WI|1|2.00|63.00|97192.00||'Raymond Group'|raymond|false
Madison Downtown Hampton Inn & Suites|Raymond Management Company|WI|1|2.00|69.00|101499.00||'Raymond Group'|raymond|false
Liberty Hampton Inn|Raymond Management Company|MO|1|2.00|29.00|43419.00||'Raymond Group'|raymond|false
Joliet TownePlace Suites|Raymond Management Company|IL|1|2.00|31.00|44657.00||'Raymond Group'|raymond|false
Joliet I-80 Hampton Inn|Raymond Management Company|IL|1|2.00|28.00|13351.00||'Raymond Group'|raymond|false
Joliet I-55 Hampton Inn|Raymond Management Company|IL|1|2.00|34.00|24568.00||'Raymond Group'|raymond|false
Homewood Suites Fort Worth Medical Center|Raymond Management Company|TX|1|2.00|27.00|47849.00||'Raymond Group'|raymond|false
Fort Worth Hilton Garden Inn|Raymond Management Company|TX|1|2.00|59.00|102469.00||'Raymond Group'|raymond|false
Forest Park Hampton Inn & Suites|Raymond Management Company|MO|1|2.00|33.00|57869.00||'Raymond Group'|raymond|false
Fargo Home2 Suites|Raymond Management Company|ND|1|2.00|27.00|42014.00||'Raymond Group'|raymond|false
Fargo Hilton Garden Inn|Raymond Management Company|ND|1|2.00|71.00|96546.00||'Raymond Group'|raymond|false
Chicago North Shore Hampton Inn & Suites|Raymond Management Company|IL|1|2.00|57.00|92052.00||'Raymond Group'|raymond|false
Boise Hampton Inn & Suites|Raymond Management Company|ID|1|2.00|47.00|80628.00||'Raymond Group'|raymond|false
Ann Arbor Towneplace Suites|Raymond Management Company|MI|1|2.00|24.00|42040.00||'Raymond Group'|raymond|false
Ann Arbor Hilton Garden Inn|Raymond Management Company|MI|1|2.00|48.00|85720.00||'Raymond Group'|raymond|false
AC Hotel Liberty|Raymond Management Company|OH|1|2.00|45.00|64460.00||'Raymond Group'|raymond|false
Fort Worth Downtown Hampton Inn & Suites|Raymond Management Company|TX|1|2.00|68.00|117413.00|812714959|'Raymond Group'|raymond|false
Joliet Home2 Suites|Raymond Management Company|IL|1|2.00|31.00|50752.00|813817343|'Raymond Group'|raymond|false
Liberty TownePlace Suites|Raymond Management Company|MO|1|2.00|28.00|45073.00|815441585|'Raymond Group'|raymond|false
Ultimate RB d.b.a RB Recycling|Carlisle Construction Materials|OR|1|2.00|33.00|66545.00||'Carlisle Construction Materials'|carlisle construction materials|false
O'Hare Hilton Garden Inn|Raymond Management Company|IL|1|2.00|100.00|178821.00||'Raymond Group'|raymond|false
Nu-Tec Roofing Contractors|Nu-Tec Roofing Contractors LLC|IN|1|2.00|70.00|181336.00|352114307|'Nu-Tec Roofing Contractors LLC'|nu-tec roofing|false
Midwest Coating, Inc.|Midwest Coating, Inc.|KS|1|2.00|37.00|83133.00|480896503|'Midwest Coating Inc.'|midwest coating|false
Smith Systems McKinney|Smith Systems|TX|1|2.00|92.00|193512.00||'Smith Group'|smith|false
Smith Systems Plano|Smith Systems|TX|1|2.00|145.00|304811.00||'Smith Group'|smith|false
Service Roofing & Sheet Metal Co.-NC|Service Roofing & Sheet Metal Co.|NC|1|2.00|38.00|76818.00|561081076|'Service Roofing & Sheet Metal Company'|service roofing & sheet metal|false
Wright Brothers Construction Company, Inc.|WRIGHT BROTHERS CONSTRUCTION CO INC|TN|1|3.00|373.00|916487.00||'Wright Brothers Inc.'|wright brothers|false
Martin Roofing Services|Martin Roofing Services|FL|1|2.00|40.00|75733.00|205388527|'Martin Roofing Co.', 'Martin Roofing Co. Inc.', 'Martin Roofing Services Inc.'|martin roofing|true
BERWALD ROOFING COMPANY., INC.|Berwald Roofing Company|MN|1|2.00|238.00|355857.00|410885923|'Berwald Roofing Co.'|berwald roofing|false
atlas|atlas roofing corporation|TX|1|2.00|39.00|111978.00|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Milliken & Co. Gerrish Plant|Milliken & Co.|SC|1|2.00|172.00|279758.00||'Milliken & Company'|milliken &|false
Gastonia Plant|Owens Corning|NC|1|2.00|81.00|168482.00||'Owens Corning'|owens corning|false
Binghamton Slag Roofing Co Inc|Binghamton Slag Roofing Co Inc|NY|1|2.00|48.00|61618.00||'Binghamton Slag Roofing Co. Inc.'|binghamton slag roofing|false
Bonitz of Georgia|Bonitz of Georgia|GA|1|2.00|33.00|71035.00||'Bonitz of Georgia Inc.'|bonitz of georgia|false
North Central Insulation|North Central Insulation|OH|1|2.00|102.00|207492.00|464390209|'North Central Insulation'|north central insulation|false
Fleetwood Metal Industries|Precision Partners|AL|1|3.00|178.00|366311.00||'Precision Construction Services'|precision|false
Schultheis Roofing Inc.|Schultheis Roofing|PA|1|2.00|42.00|78489.00|251653339|'Schultheis Roofing Inc.'|schultheis roofing|false
Dalton|Milliken & Co|GA|1|2.00|22.00|44342.00|510105342|'Milliken & Company'|milliken &|false
Soltech, Sprinfield TN|Owens Corning|TN|1|2.00|31.00|56148.00|351575937|'Owens Corning'|owens corning|false
John A. Dalsin & Son, Inc.|John A. Dalsin & Son, Inc.|MN|1|2.00|88.00|156021.00|411408661|'John A. Dalsin & Son Inc.'|john a. dalsin & son|false
Atlanta|Allied Management Inc|GA|1|2.00|35.00|62495.00|301007753|'Allied Construction Services'|allied|false
BBB|Allied Management Inc|TX|1|2.00|106.00|174797.00|301007753|'Allied Construction Services'|allied|false
Denver|Allied Management Inc|CO|1|1.00|18.00|26380.00|301007753|'Allied Construction Services'|allied|false
FB1|Allied Management Inc|TX|1|2.00|99.00|142452.00|301007753|'Allied Construction Services'|allied|false
Fort Mill|Allied Management Inc|SC|1|1.00|15.00|26828.00|301007753|'Allied Construction Services'|allied|false
Mira Loma|Allied Management Inc|CA|1|1.00|18.00|34058.00|301007753|'Allied Construction Services'|allied|false
Mykawa|Allied Management Inc|TX|1|2.00|388.00|636745.00|301007753|'Allied Construction Services'|allied|false
Ohio|Allied Management Inc|OH|1|2.00|47.00|72339.00|301007753|'Allied Construction Services'|allied|false
Ridgefield|Allied Management Inc|WA|1|1.00|13.00|21941.00|301007753|'Allied Construction Services'|allied|false
StLouis|Allied Management Inc|MO|1|1.00|9.00|15417.00|301007753|'Allied Construction Services'|allied|false
Warren Valve|Allied Management Inc|TX|1|2.00|86.00|158274.00|301007753|'Allied Construction Services'|allied|false
Mykawa6666|Allied Management Inc|TX|1|1.00|4.00|11282.00|301007753|'Allied Construction Services'|allied|false
Dayton|Allied Management Inc|NJ|1|2.00|13.00|20653.00|301007753|'Allied Construction Services'|allied|false
Continental Tire The Americas, LLC|Continental Tire The Americas, LLC|MS|1|2.00|184.00|358427.00|341417030|'Continental Tire the Americas LLC.'|continental tire the americas|false
Roof Construction|Pinnacle Roofing, Inc.|NY|1|2.00|23.00|43596.00|200593022|'Pinnacle Roofing'|pinnacle roofing|false
Scalo Inc.|Scalo Inc.|PA|1|2.00|38.00|76031.00|232885490|'Scalo Incorporated'|scalo|false
Interstate Roofing, Inc.|Interstate Roofing, Inc.|OR|1|2.00|67.00|119022.00|930963870|'Interstate Roofing Inc.'|interstate roofing|false
Dynamic Metals Group|Dynamic Metals LLC|IN|1|2.00|165.00|265915.00||'Dynamic Metals'|dynamic metals|false
Milliken Newton Plant|Milliken & Co.|GA|1|2.00|90.00|154271.00||'Milliken & Company'|milliken &|false
Central States Roofing & Insulating Company|Central States Roofing & Insulating Company|CO|1|3.00|130.00|219831.00|840384567|'Central States Roofing & Insulating Co.'|central states roofing & insulating|false
NRG Joliet Generating Station|NRG|IL|1|2.00|47.00|102168.00|463985344|'NRG Construction LLC'|nrg|false
NRG Will County Generating Station|NRG|IL|1|2.00|49.00|95811.00|463985344|'NRG Construction LLC'|nrg|false
NM|Commercial Roofing, LLC.|NM|1|2.00|38.00|72707.00|850457633|'Commercial Roofing Co. LLC', 'Commercial Roofing LLC', 'Commercial Roofing Systems Inc.'|commercial roofing|true
Owens Corning|Owens Corning|MO|1|2.00|175.00|406409.00|250729265|'Owens Corning'|owens corning|false
Orndorff & Spaid Inc|Orndorff & Spaid Inc|MD|1|2.00|162.00|429522.00||'Orndorff & Spaid Inc.'|orndorff & spaid|false
United States Roofing Corporation|United States Roofing Corporation|PA|1|2.00|173.00|284888.00|231528668|'United States Roofing Corp.'|united states roofing|false
Karnak South|Karnak Corporation|FL|1|1.00|11.00|20787.00||'KARNAK'|karnak|false
Karnak West|Karnak Corporation|AZ|1|1.00|6.00|12220.00||'KARNAK'|karnak|false
Tallahassee Roofing, Inc.|Tallahassee Roofing, Inc.|FL|1|2.00|30.00|6611.00||'Tallahassee Roofing Inc.'|tallahassee roofing|false
Karnak Midwest|Karnak Corporation|IL|1|2.00|22.00|42186.00||'KARNAK'|karnak|false
Karnak Corporation North|Karnak Corporation|NJ|1|2.00|59.00|117392.00||'KARNAK'|karnak|false
SCHEFERS ROOFING|SCHEFERS ROOFING|MO|1|2.00|52.00|77763.00|431715763|'Schefers Roofing Co.'|schefers roofing|false
Schefers Construction Services|SCHEFERS ROOFING|MO|1|1.00|9.00|1437.00|202556779|'Schefers Roofing Co.'|schefers roofing|false
Schefers Roofing Company|Schefers Roofing Company|AR|1|2.00|34.00|72301.00|113833862|'Schefers Roofing Co.'|schefers roofing|false
Robert Ganter Contractors Inc|Robert Ganter Contractors Inc|PA|1|2.00|107.00|190235.00||'Robert Ganter Contractors Inc.'|robert ganter|false
Weaver Metal & Roofing, Inc.|Weaver Metal & Roofing, Inc.|NY|1|2.00|40.00|59700.00|161343726|'Weaver Metal & Roofing Inc.'|weaver metal & roofing|false
Alabama Roofing & Sheet Metal Co Inc.|Alabama Roofing & Sheet Metal Co Inc.|AL|1|2.00|37.00|60581.00|630509232|'Alabama Roofing & Sheet Metal Inc.'|alabama roofing & sheet metal|false
Hynes Industries - Youngstown|Hynes Industries Inc.|OH|1|2.00|169.00|379641.00||'Hynes Services Inc.'|hynes|false
Alumni Roofing Lexington|Alumni Roofing Co.|OH|1|2.00|22.00|40292.00|341865113|'Alumni Roofing Company'|alumni roofing|false
Hynes Industries - Painseville|Hynes Industries Inc.|OH|1|2.00|40.00|79460.00||'Hynes Services Inc.'|hynes|false
Rain King, Inc.|Rain King, Inc.|TX|1|2.00|49.00|105046.00|742775327|'Rain King Inc.'|rain king|false
Hynes Industries - Kokomo|Hynes Industries|IN|1|1.00|14.00|21214.00|510593544|'Hynes Services Inc.'|hynes|false
Eskola LLC Nashville TN|Eskola LLC|TN|1|1.00|12.00|27959.00||'Eskola'|eskola|false
Eskola LLC Knoxville, TN|Eskola LLC|TN|1|1.00|54.00|125814.00||'Eskola'|eskola|false
ESKOLA LLC Morristown TN|Eskola LLC|TN|1|2.00|53.00|123484.00||'Eskola'|eskola|false
WATERTIGHT ROOFING SERVICES LLC|WATERTIGHT ROOFING SERVICES LLC|GA|1|2.00|23.00|54831.00|271515033|'WaterTight Roofing Inc.', 'Watertight Roofing Services LLC'|watertight roofing|true
Performance Roofing LLC|Performance Roofing LLC|FL|1|2.00|24.00|33893.00|205739365|'Performance Roofing Inc.', 'Performance Roofing Systems Inc.'|performance roofing|true
McCarthy Washington University East End Expansion|McCarthy Building Companies, Inc.|MO|1|2.00|45.00|91808.00||'McCarthy Building Companies'|mccarthy building companies|false
Mercy Rogers|McCarthy Building Companies, Inc.|AR|1|2.00|49.00|98481.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Metal-Era|Metal-Era|WI|1|2.00|168.00|374395.00|391464141|'Metal-Era LLC'|metal-era|false
Mercy Springfield|McCarthy Building Companies, Inc.|MO|1|2.00|27.00|54570.00||'McCarthy Building Companies'|mccarthy building companies|false
Omaha VA|McCarthy Building Companies, Inc.|NE|1|2.00|20.00|39210.00||'McCarthy Building Companies'|mccarthy building companies|false
Oklahoma Heart Hospital|McCarthy Building Companies|OK|1|2.00|24.00|48836.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Central Yard|McCarthy Building Companies|MO|1|2.00|22.00|43617.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Union Station Aquarium|McCarthy Building Companies|MO|1|2.00|33.00|64928.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Washington University McKelvey Hall|McCarthy Building Companies|MO||2.00|28.00|55092.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Owens Corning - Amarillo, TX|Owens Corning|TX|1|3.00|524.00|1158718.00||'Owens Corning'|owens corning|false
Daugherty|Daugherty Construction Inc|OH|1|2.00|27.00|48223.00||'Daugherty Construction Inc.'|daugherty|false
N.F. Mansuetto & Sons, Inc.|N.F. Mansuetto & Sons, Inc.|OH|1|2.00|90.00|147181.00||'N.F. Mansuetto & Sons Inc.'|n.f. mansuetto & sons|false
ASHEVILLE|Baker Roofing Co.|NC|1|1.00|30.00|57255.00|560130810|'Baker Roofing Co.'|baker roofing|false
Atlanta|Baker Roofing Co.|GA|1|1.00|16.00|29381.00|560130810|'Baker Roofing Co.'|baker roofing|false
Baker Residential|Baker Roofing Co.|NC|1|1.00|71.00|137527.00|560130810|'Baker Roofing Co.'|baker roofing|false
Baker Service|Baker Roofing Co.|NC|1|1.00|57.00|108577.00|560130810|'Baker Roofing Co.'|baker roofing|false
BRC Renewable|Baker Roofing Co.|NC|1|1.00|9.00|41837.00|560130810|'Baker Roofing Co.'|baker roofing|false
CHARLESTON|Baker Roofing Co.|SC|1|1.00|69.00|163139.00|560130810|'Baker Roofing Co.'|baker roofing|false
CHARLOTTE|Baker Roofing Co.|NC|1|1.00|75.00|147623.00|560130810|'Baker Roofing Co.'|baker roofing|false
Coatings|Baker Roofing Co.|NC|1|1.00|14.00|33415.00|560130810|'Baker Roofing Co.'|baker roofing|false
Columbia|Baker Roofing Co.|SC|1|1.00|8.00|19468.00|560130810|'Baker Roofing Co.'|baker roofing|false
GREENSBORO|Baker Roofing Co.|NC|1|1.00|59.00|129874.00|560130810|'Baker Roofing Co.'|baker roofing|false
GREENVILLE - NC|Baker Roofing Co.|NC|1|1.00|8.00|18204.00|560130810|'Baker Roofing Co.'|baker roofing|false
Greenville - SC|Baker Roofing Co.|SC|1|1.00|7.00|11542.00|560130810|'Baker Roofing Co.'|baker roofing|false
Harrisonburg|Baker Roofing Co.|VA|1|1.00|29.00|59752.00|541136608|'Baker Roofing Co.'|baker roofing|false
MEMPHIS|Baker Roofing Co.|TN|1|1.00|12.00|28466.00|560130810|'Baker Roofing Co.'|baker roofing|false
MYRTLE BEACH|Baker Roofing Co.|SC|1|1.00|10.00|20337.00|560130810|'Baker Roofing Co.'|baker roofing|false
NASHVILLE|Baker Roofing Co.|TN|1|1.00|58.00|130651.00|560130810|'Baker Roofing Co.'|baker roofing|false
ORLANDO|Baker Roofing Co.|FL|1|1.00|35.00|62752.00|560130810|'Baker Roofing Co.'|baker roofing|false
RALEIGH|Baker Roofing Co.|NC|1|1.00|335.00|763858.00|560130810|'Baker Roofing Co.'|baker roofing|false
RESTORATION|Baker Roofing Co.|NC|1|1.00|14.00|53946.00|560130810|'Baker Roofing Co.'|baker roofing|false
Richmond|Baker Roofing Co.|VA|1|1.00|51.00|105429.00|541136608|'Baker Roofing Co.'|baker roofing|false
Roanoke|Baker Roofing Co.|VA|1|1.00|59.00|122502.00|541136608|'Baker Roofing Co.'|baker roofing|false
SMS|Baker Roofing Co.|NC|1|1.00|30.00|29731.00|560130810|'Baker Roofing Co.'|baker roofing|false
VIRGINIA BEACH|Baker Roofing Co.|VA|1|1.00|41.00|106507.00|541136608|'Baker Roofing Co.'|baker roofing|false
WILMINGTON|Baker Roofing Co.|NC|1|1.00|47.00|92212.00|560130810|'Baker Roofing Co.'|baker roofing|false
Magnolia Finishing Plant|Milliken & Company|SC|1|3.00|385.00|809822.00|510105342|'Milliken & Company'|milliken &|false
Kreiling Roofing Co|Kreiling Roofing Co|IL|1|2.00|73.00|131411.00|371151409|'Kreiling Roofing Co.'|kreiling roofing|false
McCarthy Building Companies Inc Marin|McCarthy Building Companies|CA|1|2.00|64.00|186710.00|431136212|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies Inc Pathline|McCarthy Building Companies Inc|CA|1|2.00|21.00|59368.00|431136212|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies Inc SFSU|McCarthy Building Companies Inc|CA|1|2.00|22.00|60139.00|431136212|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies Inc Roche|McCarthy Building Companies Inc|CA|1|2.00|20.00|36480.00|431136212|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies Inc Roseville|McCarthy Building Companies Inc|CA|1|2.00|43.00|84000.00|431136212|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies Inc San Francisco|McCarthy Building Companies Inc|CA|1|2.00|32.00|64000.00|431136212|'McCarthy Building Companies'|mccarthy building companies|false
TAMKO - Knoxville|TAMKO Building Products LLC|TN|1|2.00|42.00|88628.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Inwood|TAMKO Building Products LLC|WV|1|2.00|21.00|46523.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
PHRG-BOS Sales & Marketing|Power Home Remodeling|MA|1|2.00|157.00|168018.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CT Sales & Marketing|Power Home Remodeling Group|CT|1|2.00|114.00|120609.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
TAMKO - Dallas|TAMKO Building Products LLC|TX|1|2.00|118.00|253775.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - High Street|TAMKO Building Products LLC|MO|1|2.00|144.00|301392.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
PHRG LI Ops|Power Home Remodeling|NY|1|2.00|21.00|43096.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
TAMKO - Tuscaloosa|TAMKO Building Products LLC|AL|1|2.00|117.00|248492.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
PHRG DET Sales & Marketing|Power Home Remodeling|MI|1|2.00|8174731.00|74731.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
TAMKO - Phillipsburg|TAMKO Building Products LLC|KS|1|2.00|115.00|242170.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Ennis|TAMKO Building Products LLC|TX|1|2.00|27.00|57263.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
PHRG PHL Ops|Power Home Remodeling|PA|1|2.00|21.00|44962.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG HQ|Power Home Remodeling|PA|1|3.00|596.00|1008877.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
TAMKO - Columbus|TAMKO Building Products LLC|KS|1|2.00|29.00|56034.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Rangeline|TAMKO Building Products LLC|MO|1|2.00|42.00|85254.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
Arlington, WA Site|Alpha Technologies Services|WA|1|2.00|50.00|88226.00|880428197|'Alpha Construction Services'|alpha|false
PHRG NJ Sales & Marketing|Power Home Remodeling|NJ|1|2.00|139.00|234708.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG HOU|Power Home Remodeling|TX|1|2.00|156.00|172357.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG LI Sales & Marketing|Power Home Remodeling|NY|1|2.00|187.00|195783.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG MD Sales & Marketing|Power Home Remodeling|MD|1|2.00|203.00|234708.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG NJ Ops|Power Home Remodeling|NJ|1|2.00|20.00|39418.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG TOW|Power Home Remodeling|MD|1|2.00|21.00|2080.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG TPA|Power Home Remodeling|FL|1|2.00|106.00|112647.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG NSH|Power Home Remodeling|TN|1|2.00|38.00|28637.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DEN|Power Home Remodeling|CO|1|2.00|142.00|159417.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DAL|Power Home Remodeling|TX|1|2.00|156.00|164309.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CLT|Power Home Remodeling|NC|1|2.00|50.00|42025.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CHI|Power Home Remodeling|IL|1|2.00|131.00|172387.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG AUS|Power Home Remodeling|TX|1|2.00|103.00|100985.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG ATL|Power Home Remodeling|GA|1|2.00|133.00|169487.00|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
